title,abstract,abstract.id,screener.id,decision,scale,topic
Individual variation behind the evolution of cooperation,"Life on Earth has two remarkable properties. The first is variation: even apart from the vast number of extant species, there are considerable differences between individuals within a single species. The second property is cooperation. It is surprising that until recently the interactions between these two properties have rarely been addressed from an evolutionary point of view. Here, I concentrate on how inter-individual differences influence the evolution of cooperation. First, I deal with cases where individuality is maintained by random processes like mutation or phenotypic noise. Second, I examine when differences in state cause differences in behaviour. Finally, I investigate the effects of individual role specialization. Variation can be important in several ways. Increased random variation can change the expectation about cooperativeness of future partners, altering behaviour in a current relationship. Differences in state may serve as a book-keeping mechanism that is necessary for the evolution of reciprocity. If the cost of cooperation can depend on state then strategic regulation of state makes it possible to coerce partners to cooperate. If conditions force individuals to specialize, cooperation becomes more valuable. My review of theoretical models suggests that variation plays an important role in the evolution of cooperation.",MA201,NM,include,intraspecific,theory; competition-cooperation;
Inducible defence and the social evolution of herd immunity,"Many organisms vary their level of investment in defensive characters. Protective traits may be induced upon exposure to predators or parasites. In a similar way, humans vaccinate in response to threatening epidemics. When most group members defend themselves, epidemics die out quickly because parasites cannot spread. A high level of group (herd) immunity is therefore beneficial to the group. There is, however, a well-known divergence between the optimum degree of induction for selfish individuals and the level of induction that maximizes group benefit. I develop two optimality models for the frequency of induction. The first model shows that higher relatedness favours more induction and a smaller difference between selfish and cooperative optima. The second model assumes variation in the vigour of individuals and therefore differences in the relative cost for induction. The model predicts that strong individuals induce more easily than weak individuals. Small differences in vigour cause a large divergence in the optimal levels of induction for strong and weak individuals. The concept of genetic relatedness in an evolutionary model is analogous to correlated interests and correlated strategies in an economic model of human behaviour. The evolutionary models presented here therefore provide a basis for further study of human vaccination.",MA204,NM,include,intraspecific,theory/modelling; competition-cooperation;
Insect-flower interactions: network structure in organic versus conventional vineyards,"Ecosystems are made up of various mutualistic and antagonistic plant and animal interactions. These interactions are subject to various global change phenomena such as land use change and habitat modification. While the effect of environmentally friendly farming practices on the taxonomic diversity of plants and animal species has been reported, it is uncertain whether these schemes provide benefit for species interaction networks. We compared insect-flower interaction networks by analyzing important web structure indices from organic and conventional vineyards and natural vegetation sites in five different localities in the Cape Floristic Region biodiversity hotspot. Average number of insect-flower interactions was higher in organic vineyards compared with conventional vineyards and natural sites. Abundance of flowering plants contributed significantly to explain the observed difference in number of interactions in the model. Other network indices were similar between the different land use types. Our results support the importance of less intensive farming for promoting biodiversity. Approaches such as organic farming are especially beneficial for important interaction networks that drive the process of maintaining biodiversity. The potential of well-managed vineyard ecosystems for promoting conservation of ecologically important insect-flower interactions is demonstrated.",MA207,NM,exclude,,
Inspection behaviour and inter-individual cooperation in juvenile qingbo: the effects of prior predator exposure and food deprivation,"The predation pressure and food availability to which individuals are exposed during their life histories shape inspection behaviour in animals. In this study, we aimed to test whether such behaviours varied with prior experience (predation, starvation or both treatments) or measurement condition (with or without the presence of a predator; here, the snakehead fish, Channa argus) in the fish species Spinibarbus sinensis, known as qingbo. Unexpectedly, prior predator experience showed no significant effect on inspection behaviour as demonstrated by either the frequency or the duration of each activity outside shelter or on cooperation as demonstrated by the inter-individual distance or synchronization of speed. This may have been due to the different adjustments in behaviour among individuals (more shelter use vs. more inspection), the predator treatment used in the present study (exposure to caged predator rather than direct predation) and/or a species-specific strategy in the qingbo. The starved fish displayed shorter inspection latency, increased inspection behaviour and greater cooperation when measured without the predator; however, when measured in the presence of the predator, the starved fish showed increased inspection frequency but shorter inspection duration, possibly due to the compromise between energy needs and predation risk. Similar to those of the predation group, the fish from the double-treated group showed no difference in inspection behaviour compared to the control group under the predator-absent condition, while the high-frequency, short-duration inspection behaviours remained the same as in the starved group. These findings suggested that the adjustment of inspection behaviour and related cooperation are rather complicated according to either predator experience or food deprivation, partially due to the inter-individual differences in behavioural adjustment and/or different environmental conditions.",MA208,NM,include,both,competition-cooperation; predator-prey
Inter individual variations of the fish skin microbiota: Host genetics basis of mutualism?,"The commensal microbiota of fish skin is suspected to provide a protection against opportunist infections. The skin of fish harbors a complex and diverse microbiota that closely interacts with the surrounding water microbial communities. Up to now there is no clear evidence as to whether the host regulates the recruitment of environmental bacteria to build a specific skin microbiota. To address this question, we detected Quantitative Trait Loci (QTL) associated with the abundance of specific skin microbiota bacterial strains in brook charr (Salvelinus fontinalis), combining 16S RNA tagged-amplicon 454 pyrosequencing with genetic linkage analysis. Skin microbiota analysis revealed high inter-individual variation among 86 F2 fish progeny based upon the relative abundance of bacterial operational taxonomic units (OTUs). Out of those OTUs, the pathogenic strain Flavobacterium psychrophilum and the non-pathogenic strain Methylobacterium rhodesianum explained the majority of inter-individual distances. Furthermore, a strong negative correlation was found between Flavobacterium and Methylobacterium , suggesting a mutually competitive relationship. Finally, after considering a total of 266 markers, genetic linkage analysis highlighted three major QTL associated with the abundance of Lysobacter, Rheinheimera and Methylobacterium. All these three genera are known for their beneficial antibacterial activity. Overall, our results provide evidence that host genotype may regulate the abundance of specific genera among their surface microbiota. They also indicate that Lysobacter, Rheinheimera and Methylobacterium are potentially important genera in providing protection against pathogens.  2014 Boutin et al.",MA209,NM,include,interspecific,parasite-host
Interacting influence of mycorrhizal symbiosis and competition on plant diversity in tallgrass prairie,"In tallgrass prairie, plant species interactions regulated by their associated mycorrhizal fungi may be important forces that influence species coexistence and community structure; however, the mechanisms and magnitude of these interactions remain unknown. The objective of this study was to determine how interspecific competition, mycorrhizal symbiosis, and their interactions influence plant community structure. We conducted a factorial experiment, which incorporated manipulations of abundance of dominant competitors, Andropogon gerardii and Sorghastrum nutans, and suppression of mycorrhizal symbiosis using the fungicide benomyl under two fire regimes (annual and 4-year burn intervals). Removal of the two dominant C-4 grass species altered the community structure, increased plant species richness, diversity, and evenness, and increased abundance of subdominant graminoid and forb species. Suppression of mycorrhizal fungi resulted in smaller shifts in community structure, although plant species richness and diversity increased. Responses of individual plant species were associated with their degree of mycorrhizal responsiveness: highly mycorrhizal responsive species decreased in abundance and less mycorrhizal responsive species increased in abundance. The combination of dominant-grass removal and mycorrhizal suppression treatments interacted to increase synergistically the abundance of several species, indicating that both processes influence species interactions and community organization in tallgrass prairie. These results provide evidence that mycorrhizal fungi affect plant communities indirectly by influencing the pattern and strength of plant competitive interactions. Burning strongly influenced the outcome of these interactions, which suggests that plant species diversity in tallgrass prairie is influenced by a complex array of interacting processes, including both competition and mycorrhizal symbiosis.",MA210,NM,exclude,,
Interactions of spatial strategies producing generalization gradient and blocking: A computational approach,"We present a computational model of spatial navigation comprising different learning mechanisms in mammals, i.e., associative, cognitive mapping and parallel systems. This model is able to reproduce a large number of experimental results in different variants of the Morris water maze task, including standard associative phenomena (spatial generalization gradient and blocking), as well as navigation based on cognitive mapping. Furthermore, we show that competitive and cooperative patterns between different navigation strategies in the model allow to explain previous apparently contradictory results supporting either associative or cognitive mechanisms for spatial learning. The key computational mechanism to reconcile experimental results showing different influences of distal and proximal cues on the behavior, different learning times, and different abilities of individuals to alternatively perform spatial and response strategies, relies in the dynamic coordination of navigation strategies, whose performance is evaluated online with a common currency through a modular approach. We provide a set of concrete experimental predictions to further test the computational model. Overall, this computational work sheds new light on inter-individual differences in navigation learning, and provides a formal and mechanistic approach to test various theories of spatial cognition in mammals.  2018 Doll et al.",MA211,NM,exclude,,
Intra- and interindividual differences in the costs and benefits of intergroup aggression in female vervet monkeys,"In social species, fighting in intergroup conflicts is one of the riskiest cooperative activities group members engage in, particularly for individuals of the smaller sex. In a number of species, female group members are significantly smaller than males, so the costs associated with intergroup aggression outweigh the potential benefits and females avoid participating. Studies conducted on species in which females are active participants have consistently found that they fight to defend access to food resources and that high-ranking females tend to be more active than low-rankers. However, additional factors may modulate the costs and benefits of participation, creating differences between individuals and variability within individuals over time. In this study, we investigated costs and benefits that potentially affect female vervet monkey, Chlorocebus aethiops pygerythrus, participation in intergroup conflicts. We observed the participation of 35 females in three groups, during 115 intergroup conflicts. Our findings suggest that female vervet monkeys defend access to valuable food resources, as well as to areas that are intensely used in the long term; however, rank also influenced female participation indicating that the potential benefits gained from resource defence vary with one's priority of access to these resources. We found that females were more likely to participate aggressively when they did not have an infant, and when they received more male support throughout the intergroup conflict, suggesting these factors influence the perceived risk, or costs, of intergroup aggression. Because we observed considerable temporal variability in both the proportion of female group members with infants and the number and identity of male group members (i.e. amount of male support provided), the relative fighting ability of neighbouring groups will inevitably fluctuate. Thus, our findings may help explain the lack of stable intergroup dominance relationships observed in many studies of intergroup conflict. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",MA214,NM,include,intraspecific,competition-cooperation; social hierarchies/networks
Intra- and Intersexual Conflicts and Cooperation in the Evolution of Mating Strategies: Lessons Learnt From Ungulates,"The traditional narrow focus on male mate competition in studies of mammalian mating strategies has been successful in explaining many conspicuous outcomes of sexual selection. However, focusing on ungulates, I here review increasing evidence that a comprehensive understanding of sexually selected adaptations requires consideration of a broader range of sex roles, particularly those relating to female behaviour. I show how mate competition and mate choice in both sexes can interact and often lead to intra- and intersexual conflicts and sometimes also cooperation. By causing phenotypic selection, these behavioural interactions can shape evolution although the outcome depends on genetic constraints. I conclude that to advance the understanding of mammalian mating systems we must broaden our conceptual framework from being largely focused on male competitive strategies to encompass coevolutionary dynamics between the mating strategies of both sexes. Future challenges include clarifying (1) the ecological basis for the inter- and intraspecific diversity in sex roles, (2) the condition-dependence of female mating strategies, and (3) the ultimate causes of mate competition and promiscuity in females.  2010 Springer Science+Business Media, LLC.",MA215,NM,include,intraspecific,competition-cooperation; male-female
Intraspecific differences in plant chemotype determine the structure of arthropod food webs,"It is becoming increasingly appreciated that the structure and functioning of ecological food webs are controlled by the nature and level of plant chemicals. It is hypothesized that intraspecific variation in plant chemical resistance, in which individuals of a host-plant population exhibit genetic differences in their chemical contents (called plant chemotypes), may be an important determinant of variation in food web structure and functioning. We evaluated this hypothesis using field assessments and plant chemical assays in the tansy plant Tanacetum vulgare L. (Asteraceae). We examined food webs in which chemotypes of tansy plants are the resource for two specialized aphids, their predators and mutualistic ants. The density of the ant-tended aphid Metopeurum fuscoviride was significantly higher on particular chemotypes (borneol) than others. Clear chemotype preferences between predators were also detected. Aphid specialist seven-spotted ladybird beetles (Coccinella septempunctata) were more often found on camphor plants, while significantly higher numbers of the polyphagous nursery web spider (Pisaura mirabilis) were observed on borneol plants. The analysis of plant chemotype effects on the arthropod community clearly demonstrates a range of possible outcomes between plant-aphid-predator networks. The findings help to offer a deeper insight into how one important factorplant chemical contentinfluences which species coexist within a food web on a particular host plant and the nature of their trophic linkages.  2015, Springer-Verlag Berlin Heidelberg.",MA220,NM,include,intraspecific,plant-animal interaction; chemical defences
Kinetics of aggregate formation in social insects,"A model for the kinetics of aggregation in social insects which accounts for stochastic effects arising from individual variability and covers both the early and the mature stages of the process is developed. Different aggregation scenarios are studied, depending on the degree of cooperativity and the mean population density. It is shown that under certain conditions, the system evolves slowly to a single cluster incorporating all individuals, or to two coexisting clusters of similar sizes.  2007 Society for Mathematical Biology.",MA227,NM,include,intraspecific,theoretical/modelling; competition/cooperation
Limits on the bathymetric distribution of keratose sponges: a field test in deep water,"The keratose sponges (i.e. those in which the mineral skeleton is replaced by a collage nous skeleton) are generally restricted to shallow-water habitats, but the causes of this distinct bathymetric pattern remain unclear. Sharp pycnoclines at the depth of the upper slope may hinder colonization of deep waters because of thermal stress or reduced light and particulate food below the pycnodines. It is also possible that oligotrophy and loss of symbiotic cyanobacteria below the pycnocline may lead to a nutritional stress. Using manned submersibles in Exuma Sound, Bahamas, we determined that the pycnocline Lies between 70 and 100 m. We transplanted individuals of 2 keratose sponges (Aplysina fistularis and Ircinia felix) from their natural habitat on a shallow reef (4 m deep) to 3 depths (100, 200, 300 m) within or below the pycnocline to investigate mortality and changes in body size, shape and histology as a function of depth. We also recorded changes in populations of photosynthetic and heterotrophic symbiotic bacteria, as well as the parasitic polychaete Haplosyllis spongicola. By transplanting individuals of A. fistularis bearing buds for asexual propagation (fistules) and individuals of I. felix brooding embryos, we also tested the viability of reproductive propagules in deep-water environments. We found that, although these 2 sponges do not naturally occur at depths below 40 m, 62.5\% of A. fistularis and 42.8\% of I. felix survived at 100 m for 12 mo. No A. fistularis survived at 200 m, whereas 28.5\% of I. felix did. All sponges transplanted to 300 m died within 2 mo. Water tem temperature was the most Likely cause of sudden mortality at this depth. There were no significant differences in growth between individuals at the slope and controls on the shallow reef. Cyanobacteria were lost in individuals of I. felix that survived at 100 and 200 m, and these sponges repositioned oscules and formed chimney-like processes, probably to enhance water flow through the sponge and compensate for nutritional stress. By contrast, cyanobacteria were still abundant in individuals of A. fistularis surviving at a depth of 100 m, and these sponges did not change shape significantly apart from the loss of fistules. It appears, therefore, that the loss of cyanobacteria and the increasing oligotrophy with depth do not set the lower bathymetric limits of species. Removal of sponge tissues by the parasitic polychaete H. spongicola also appears not to aggravate significantly the nutritional stress experienced by sponges transplanted to deep water, at least to the extent that it may restrict the bathymetric distribution of the host. Despite the facts that only the species I. felix was heavily parasitized and that parasites survived within hosts at all depths, there was no significant difference in survival with depths between sponge species. A TEM (transmission electron microscope) examination of the mesohyl did not reveal significant cytological differences among sponges transplanted to various depths. At all depths, surviving individuals of both species showed archeocytes engaged in phagocytosis and digestion of cyanobacteria and/or heterotrophic bacteria. Similarly, collencytes and spongocytes were apparently secreting collagen, indicating that temperatures at 100 and 200 m do not inhibit the formation of the skeleton. Sponge recruitment derived from either asexual or sexual propagules was never observed at slope depths. Since adult sponges survived when they were artificially transported to deep waters, the inhibition of larval dispersal or settlement success (perhaps caused by the sharp decrease in temperature with increasing depth) emerges as the most plausible explanation for the shallow-water confinement of these keratose sponges.",MA232,NM,exclude,,
"MALE SIZE AND FEMALE MATE CHOICE IN THE EASTERN MOSQUITOFISH (GAMBUSIA-HOLBROOKI, POECILIIDAE)","In the western mosquitofish (Gambusia affinis), earlier studies demonstrated that females direct more cooperative behavior toward large males.  Female eastern mosquitofish (G. holbrooki), including virgin and male-deprived specimens, which were given the opportunity to visually discriminate between two potential mates, showed no sign of sexual receptivity, nor preference for male size.  Furthermore, when test females were allowed to choose between conspecifics, males and females spent three times as much time near females than near males.  These results indicate little propensity of females to mate, irrespective of their previous treatment.  When several males were placed with a female, the largest was usually able to monopolize access to her.  Females encouraged this process by following the dominant male more closely and were, thus, found to favor the larger, dominant individuals.  The diversity in mating strategy suggested by this study is further evidence in favor of the separation of the western and eastern mosquitofish at the species level.",MA238,NM,include,intraspecific,male-female
Molecular evolution patterns reveal life history features of mycoplasma-related endobacteria associated with arbuscular mycorrhizal fungi,"The mycoplasma-related endobacteria (MRE), representing a recently discovered lineage of Mollicutes, are widely distributed across arbuscular mycorrhizal fungi (AMF, Glomeromycota). AMF colonize roots of most terrestrial plants and improve plant mineral nutrient uptake in return for plant-assimilated carbon. The role of MRE in the biology of their fungal hosts is unknown. To start characterizing this association, we assessed partitioning of MRE genetic diversity within AMF individuals and across the AMF phylogeographic range. We further used molecular evolution patterns to make inferences about MRE codivergence with AMF, their lifestyle and antiquity of the Glomeromycota-MRE association. While we did not detect differentiation between MRE derived from different continents, high levels of diversity were apparent in MRE populations within AMF host individuals. MRE exhibited significant codiversification with AMF over ecological time and the absence of codivergence over evolutionary time. Moreover, genetic recombination was evident in MRE. These patterns indicate that, while MRE transmission is predominantly vertical, their complex intrahost populations are likely generated by horizontal transmission and recombination. Based on predictions of evolutionary theory, we interpreted these observations as a suggestion that MRE may be antagonists of AMF. Finally, we detected a marginally significant signature of codivergence of MRE with Glomeromycota and the Endogone lineage of Mucoromycotina, implying that the symbiosis between MRE and fungi may predate the divergence between these two groups of fungi.",MA249,NM,exclude,,
"No evidence for host specialization or host-race formation in the European bitterling (Rhodeus amarus), a fish that parasitizes freshwater mussels","Coevolutionary relationships between parasites and hosts can elevate the rate of evolutionary changes owing to reciprocal adaptations between coevolving partners. Such relationships can result in the evolution of host specificity. Recent methodological advances have permitted the recognition of cryptic lineages, with important consequences for our understanding of biological diversity. We used the European bitterling (Rhodeus amarus), a freshwater fish that parasitizes unionid mussels, to investigate host specialization across regions of recent and ancient sympatry between coevolving partners. We combined genetic data (12 microsatellite and 2 mitochondrial markers) from five populations with experimental data for possible mechanisms of host species recognition (imprinting and conditioning). We found no strong evidence for the existence of cryptic lineages in R. amarus, though a small proportion of variation among individuals in an area of recent bitterling-mussel association was statistically significant in explaining host specificity. No other measures supported the existence of host-specific lineages. Behavioural data revealed a weak effect of conditioning that biased behavioural preferences towards specific host species. Host imprinting had no effect on oviposition behaviour. Overall, we established that populations of R. amarus show limited potential for specialization, manifested as weak effects of host conditioning and genetic within-population structure. Rhodeus amarus is the only species of mussel-parasitizing fish in Europe, which contrasts with the species-rich communities of bitterling in eastern Asia where several host-specific bitterling occur. We discuss costs and constraints on the evolution of host-specific lineages in our study system and more generally.  2011 Blackwell Publishing Ltd.",MA257,NM,include,interspecific,parasite-host
Nomadic-colonial life strategies enable paradoxical survival and growth despite habitat destruction,"Organisms often exhibit behavioral or phenotypic diversity to improve population fitness in the face of environmental variability. When each behavior or phenotype is individually maladaptive, alternating between these losing strategies can counter-intuitively result in population persistence an outcome similar to the Parrondo's paradox. Instead of the capital or history dependence that characterize traditional Parrondo games, most ecological models which exhibit such paradoxical behavior depend on the presence of exogenous environmental variation. Here we present a population model that exhibits Parrondo's paradox through capital and history dependent dynamics. Two sub-populations comprise our model: nomads, who live independently without competition or cooperation, and colonists, who engage in competition, cooperation, and long-term habitat destruction. Nomads and colonists may alternate behaviors in response to changes in the colonial habitat. Even when nomadism and colonialism individually lead to extinction, switching between these strategies at the appropriate moments can paradoxically enable both population persistence and long-term growth.",MA258,NM,include,intraspecific,theoretical/modelling; competition-cooperation
Nuclear and genome dynamics in multinucleate ascomycete fungi,"Genetic variation between individuals is essential to evolution and adaptation. However, intra-organismic genetic variation also shapes the life histories of many organisms, including filamentous fungi. A single fungal syncytium can harbor thousands or millions of mobile and potentially genotypically different nuclei, each having the capacity to regenerate a new organism. Because the dispersal of asexual or sexual spores propagates individual nuclei in many of these species, selection acting at the level of nuclei creates the potential for competitive and cooperative genome dynamics. Recent work in Neurospora crassa and Sclerotinia sclerotiorum has illuminated how nuclear populations are coordinated for fungal growth and other behaviors and has revealed both molecular and physical mechanisms for preventing and policing inter-genomic conflict. Recent results from population-level genomic studies in a variety of filamentous fungi suggest that nuclear exchange between mycelia and recombination between heterospecific nuclei may be of more importance to fungal evolution, diversity and the emergence of newly virulent strains than has previously been recognized.  2011 Elsevier Ltd. All rights reserved.",MA260,NM,exclude,,
On the reorganization of fitness during evolutionary transitions in individuality,"The basic problem in an evolutionary transition is to understand how a group of individuals becomes a new kind of individual, possessing the property of heritable variation in fitness at the new level of organization. During an evolutionary transition, for example, from single cells to multicellular organisms, the new higher-level evolutionary unit (multicellular organism) gains its emergent properties by virtue of the interactions among lower-level units (cells). We see the formation of cooperative interactions among lower-level units as a necessary step in evolutionary transitions; only cooperation transfers fitness from lower levels (costs to group members) to higher levels (benefits to the group). As cooperation creates new levels of fitness, it creates the opportunity for conflict between levels as deleterious mutants arise and spread within the group. Fundamental to the emergence of a new higher-level unit is the mediation of conflict among lower-level units in favor of the higher-level unit. The acquisition of heritable variation in fitness at the new level, via conflict mediation, requires the reorganization of the basic components of fitness (survival and reproduction) and life-properties (such as immortality and totipotency) as well as the co-option of lower-level processes for new functions at the higher level. The way in which the conflicts associated with the transition in individuality have been mediated, and fitness and general life-traits have been re-organized, can influence the potential for further evolution (i.e., evolvability) of the newly emerged evolutionary individual. We use the volvocalean green algal group as a model-system to understand evolutionary transitions in individuality and to apply and test the theoretical principles presented above. Lastly, we discuss how the different notions of individuality stem from the basic properties of fitness in a multilevel selection context.",MA263,NM,exclude,,
Ontogenetic shifts in a freshwater cleaning symbiosis: consequences for hosts and their symbionts,"Animal fitness is influenced by diverse assemblages of internal and external symbionts. These assemblages often change throughout host ontogeny, but the mechanisms that underlie these changes and their consequences for host fitness are seldom revealed. Here we examine a cleaning symbiosis between crayfish and an assemblage of ectosymbiotic branchiobdellidan worms to uncover what mechanisms drive changes in symbiont composition during host ontogeny and the consequences of these changes for both the host and symbionts. In surveys of a North Carolina river, the dominant worm species shifted from Cambarincola philadelphicus to Cambarincola ingens as crayfish (Cambarus bartonii) increased in size. We demonstrate that this shift is a function of host regulation by small crayfish and exclusion by a dominant symbiont on large crayfish. In a controlled lab experiment, small crayfish often removed their symbionts but C. ingens was removed at a higher rate than C. philadelphicus. In contrast, C. ingens had higher survivorship and reproduction than C. philadelphicus on large crayfish. We also measured the effect of each worm species on crayfish growth through ontogeny; neither worm species had an effect on small crayfish but both species had similar positive effects on the growth of large crayfish relative to controls. Evidence from another experiment suggested that intraguild predation by C. ingens caused a decline in C. philadelphicus on large crayfish. We have shown that shifts in partner fitness are a function of host size and that these shifts can involve the succession of symbionts. Further, our results suggest that changes in the outcome of symbioses can remain robust throughout host ontogeny despite interactive mechanisms that lead to shifts in symbiont community structure.",MA264,NM,include,interspecific,parasite-host
"Origins, Evolution, and Breakdown of Bacterial Symbiosis","Animals and plants harbor bacterial symbionts. Diverse bacterial lineages infect eukaryotes and some of these infections offer significant benefits in terms of survival and reproduction. How did these bacterial mutualists evolve initially? Moreover what forces keep beneficial bacteria from exploiting their hosts or from abandoning their hosts when better options exist? Finally, under what conditions do these symbiotic interactions break down? Here the author describes the current theory and empirical evidence about the evolutionary origins, maintenance, and ultimate breakdown of bacterial symbiotic interactions with eukaryotic hosts.  2013 Elsevier Inc. All rights reserved.",MA265,NM,include,interspecific,theory; parasite-host
Overview on the Diversity of Sounds Produced by Clownfishes (Pomacentridae): Importance of Acoustic Signals in Their Peculiar Way of Life,"Background: Clownfishes (Pomacentridae) are brightly colored coral reef fishes well known for their mutualistic symbiosis with tropical sea anemones. These fishes live in social groups in which there is a size-based dominance hierarchy. In this structure where sex is socially controlled, agonistic interactions are numerous and serve to maintain size differences between individuals adjacent in rank. Clownfishes are also prolific callers whose sounds seem to play an important role in the social hierarchy. Here, we aim to review and to synthesize the diversity of sounds produced by clownfishes in order to emphasize the importance of acoustic signals in their way of life. Methodology/Principal Findings: Recording the different acoustic behaviors indicated that sounds are divided into two main categories: aggressive sounds produced in conjunction with threat postures (charge and chase), and submissive sounds always emitted when fish exhibited head shaking movements (i.e. a submissive posture). Both types of sounds showed size-related intraspecific variation in dominant frequency and pulse duration: smaller individuals produce higher frequency and shorter duration pulses than larger ones, and inversely. Consequently, these sonic features might be useful cues for individual recognition within the group. This observation is of significant importance due to the size-based hierarchy in clownfish group. On the other hand, no acoustic signal was associated with the different reproductive activities. Conclusions/Significance: Unlike other pomacentrids, sounds are not produced for mate attraction in clownfishes but to reach and to defend the competition for breeding status, which explains why constraints are not important enough for promoting call diversification in this group.  2012 Colleye, Parmentier.",MA266,NM,exclude,,
"Parasitism, personality and cognition in fish","It is well established that parasites can have profound effects on the behaviour of host organisms, and that individual differences in behaviour can influence susceptibility to parasite infections. Recently, two major themes of research have developed. First, there has been a growing interest in the proximate, mechanistic processes underpinning parasite-associated behaviour change, and the interactive roles of the neuro-, immune, and other physiological systems in determining relationships between behaviour and infection susceptibility. Secondly, as the study of behaviour has shifted away from one-off measurements of single behaviours and towards a behavioural syndromes/personality framework, research is starting to focus on the consequences of parasite infection for temporal and contextual consistency of behaviour, and on the implications of different personality types for infection susceptibility. In addition, there is increasing interest in the potential for relationships between cognition and personality to also have implications for host-parasite interactions. As models well-suited to both the laboratory study of behaviour and experimental parasitology, teleost fish have been used as hosts in many of these studies. In this review we provide a broad overview of the range of mechanisms that potentially generate links between fish behaviour, personality, and parasitism, and illustrate these using examples drawn from the recent literature. In addition, we examine the potential interactions between cognition, personality and parasitism, and identify questions that may be usefully investigated with fish models.  2016 Elsevier B.V.",MA270,NM,include,interspecific,theoretical/modelling; parasite-host
Parental care: Adjustments to conflict and cooperation,"In many species parental care is needed to rear offspring that survive to reproduce, a good measure of benefits in fitness terms. Such care may involve major costs to the individual. Balancing benefits and costs of care almost inevitably leads to tensions among individuals that provide and use the resource 'parental care'. Thus parental care and with it parental investment (i.e. the ultimate costs of care) is enacted in a game of conflict and cooperation. Using mostly examples from mammals, I discuss Tinbergen's four questions as they apply to parental care. Phylogenetic analyses of parental care are complicated by substantial intraspecific variability of this trait. Understanding the physiological and ontogenetic processes underlying parental care behaviour helps to understand how differences in the cost of care depend on the state of parents and their environment. A deeper insight into the strategies of conflict and cooperation in care can be derived from consideration of the behavioural mechanisms available to participants. 2010 Springer-Verlag Berlin Heidelberg. All rights reserved.",MA271,NM,include,intraspecific,competition-cooperation; parent-offspring
Patterns of helping effort in co-operatively breeding banded mongooses (Mungos mungo),"In most co-operative breeding species, some individuals contribute much more to helping behaviour than others. The most well-established explanation of such variation is based on kin selection and suggests that, in the absence of detectable differences in relatedness, individuals who suffer lower costs for a given level of help should contribute more. Differences in helping effort between dominance/sex categories were investigated in co-operatively breeding banded mongooses Mungos mungo in Uganda. The most conspicuous form of help in this species is provided by individuals who babysit offspring at the den while the rest of the pack goes off to forage. Across eight groups, the survival rate of pups increased with the average number of babysitters guarding them, consistent with the hypothesis that helpers benefit the brood that they guard. There was no difference between dominant males, subordinate males and breeding females in total contributions to babysitting. Subordinate males, however, contributed more to babysitting in the mornings, which were the longest and presumably the most energetically expensive sessions of the day. In six litters in one well-studied pack, dominant males and breeding females reduced their contribution to babysitting for the period that females were in oestrus. By contrast, subordinate males increased their contribution to become the main babysitters during this time. These results are consistent with the hypothesis that, where helping conflicts with breeding, individuals with little chance of direct reproduction can help at a lower fitness cost than those with a high probability of successful reproduction.",MA273,NM,exclude,,
Pest control: From chemical ecology to evolution. A hungarian perspective,"From 1880, the year of funding the National Phylloxera Research Station, the predecessor of the present Department of Zoology of the Plant Protection Institute, the main thrust of entomological research was towards solving practical problems in agriculture, which mission governs our recent activity and guides our plans for the future. Our studies on the behaviour of herbivorous insects have shown that oligophagy is mainly due to the sensitivity of the insects' chemosensory system to deterrent chemicals occurring in the non-host plants. This enables the use of antifeedants in pest control. In field experiments the insects found their hosts largely by chance, which has implications for crop rotation. The ability of learning in some herbivorous insect species has been demonstrated. It may result in induced preference for some otherwise avoided plants. Ecological studies indicated that predispersal seed predators do not necessarily affect plant population dynamics and that there is no interspecific competition among them. Studying the presumable processes that drive the evolution of insectplant associations resulted in elaborating the theory of sequential evolution instead of the theory of coevolution. In course of 30 year studies, female-produced sex pheromones were evidenced in behavioural studies, isolated, and chemically identified in cooperations with organic chemical laboratories, for a few dozens of lepidopterous species. Related sex attractants were established by means of field trappings for further dozens of species. Based on these results, the role of sex pheromones in maintaining reproductive isolation between taxonomically closely related, sympatric species, as well as the chemotaxonomical value of sex attractants in higher taxa of Lepidoptera are discussed. As a result of our studies on Elateridae (Coleoptera) we developed and optimized pheromone baits and traps for catching males of all important pest Agriotes click beetles in Central and Western Europe. The most effective pheromone combinations for each species were tested in a Europe-wide comparative effort, giving information on the probable importance of the respective species in the respective area. In Scarabaeidae (Coleoptera) we discovered sex attractants for 3 species of the genus Anomala, and floral attractants for 4 species of the subfamily Cetoniinae, all orchard pests damaging fruits or flowers. Traps were developed for these scarabs taking into consideration the optimal visual and chemical cues for each respective species. The trap and bait combinations show preliminary evidence that their use for direct control through mass trapping is possible. Among chrysomelid beetles, new trap types were developed for the western corn rootworm Diabrotica v. virgifera. These trap types are widely used in Europe for the detection and monitoring of the pest. Most recent results concern the relationships between host-plant related and pheromonal communication in flea beetles (Phyllotreta spp.).  2006 Akadmiai Kiad, Budapest.",MA277,NM,exclude,,
