title,abstract,abstract.id,screener.id,decision,scale,topic,notes
"Fitness costs of phoretic nematodes in the burying beetle, Nicrophorus vespilloides","Nicrophorusvespilloides is a social beetle that rears its offspring on decomposing carrion. Wild beetles are frequently associated with two types of macrobial symbionts, mites, and nematodes. Although these organisms are believed to be phoretic commensals that harmlessly use beetles as a means of transfer between carcasses, the role of these symbionts on N.vespilloides fitness is poorly understood. Here, we show that nematodes have significant negative effects on beetle fitness across a range of worm densities and also quantify the density-dependent transmission of worms between mating individuals and from parents to offspring. Using field-caught beetles, we provide the first report of a new nematode symbiont in N.vespilloides, most closely related to Rhabditoides regina, and show that worm densities are highly variable across individuals isolated from nature but do not differ between males and females. Next, by inoculating mating females with increasing densities of nematodes, we show that worm infections significantly reduce brood size, larval survival, and larval mass, and also eliminate the trade-off between brood size and larval mass. Finally, we show that nematodes are efficiently transmitted between mating individuals and from mothers to larvae, directly and indirectly via the carcass, and that worms persist through pupation. These results show that the phoretic nematode R.regina can be highly parasitic to burying beetles but can nevertheless persist because of efficient mechanisms of intersexual and intergenerational transmission. Phoretic species are exceptionally common and may cause significant harm to their hosts, even though they rely on these larger species for transmission to new resources. However, this harm may be inevitable and unavoidable if transmission of phoretic symbionts requires nematode proliferation. It will be important to determine the generality of our results for other phoretic associates of animals. It will equally be important to assess the fitness effects of phoretic species under changing resource conditions and in the field where diverse interspecific interactions may exacerbate or reduce the negative effects of phoresy.  2018 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.",MA149,KJB,exclude,,,
Recombination and selection shape the molecular diversity pattern of nitrogen-fixing Sinorhizobium sp associated to Medicago,"We investigate the genetic structure and molecular selection pattern of a sympatric population of Sinorhizobium meliloti and Sinorhizobium medicae. These bacteria fix nitrogen in association with plants of the genus Medicago. A set of 116 isolates were obtained from a soil sample, from root nodules of three groups of plants representing among-species, within-species and intraline diversity in the Medicago genus. Bacteria were characterized by sequencing at seven loci evenly distributed along the genome of both Sinorhizobium species, covering the chromosome and the two megaplasmids. We first test whether the diversity of host plants influence the bacterial diversity recovered. Using the same data set, we then analyse the selective pattern at each locus. There was no relationship between the diversity of Medicago plants that were used for sampling and the diversity of their symbionts. However, we found evidence of selection within each of the two main symbiotic regions, located on the two different megaplasmids. Purifying selection or a selective sweep was found to occur in the nod genomic region, which includes genes involved in nodulation specificity, whereas balancing selection was detected in the exo region, close to genes involved in exopolysaccharide production. Such pattern likely reflects the interaction between host plants and bacterial symbionts, with a possible conflict of interest between plants and cheater bacterial genotypes. Recombination appears to occur preferentially within and among loci located on megaplasmids, rather than within the chromosome. Thus, recombination may play an important role in resolving this conflict by allowing different selection patterns at different loci.",MA300,KJB,exclude,,,
Individual variation behind the evolution of cooperation,"Life on Earth has two remarkable properties. The first is variation: even apart from the vast number of extant species, there are considerable differences between individuals within a single species. The second property is cooperation. It is surprising that until recently the interactions between these two properties have rarely been addressed from an evolutionary point of view. Here, I concentrate on how inter-individual differences influence the evolution of cooperation. First, I deal with cases where individuality is maintained by random processes like mutation or phenotypic noise. Second, I examine when differences in state cause differences in behaviour. Finally, I investigate the effects of individual role specialization. Variation can be important in several ways. Increased random variation can change the expectation about cooperativeness of future partners, altering behaviour in a current relationship. Differences in state may serve as a book-keeping mechanism that is necessary for the evolution of reciprocity. If the cost of cooperation can depend on state then strategic regulation of state makes it possible to coerce partners to cooperate. If conditions force individuals to specialize, cooperation becomes more valuable. My review of theoretical models suggests that variation plays an important role in the evolution of cooperation.",MA201,KJB,include,intraspecific,"theoretical, review",most important one so far
First evidence for the joint dispersal of mycorrhizal fungi and plant diaspores by birds,"Seed dispersal allows plants to colonise new sites and escape from pathogens and intraspecific competition, maintaining plant genetic diversity and regulating plant distribution. Conversely, most plant species form mutualistic associations with arbuscular mycorrhizal (AM) fungi in a symbiosis established immediately after seed germination. Because AM fungi are obligate symbionts, using the same dispersal vector as their host should be highly advantageous for their survival, but the co-dispersal of seeds and AM fungal spores has never been confirmed. We aim to clarify the potential role of European birds, essential dispersers for many plant species, as co-dispersers of seeds and AM fungal spores. In total, 63 bird droppings with intact seeds were placed in sterilised soil and maintained for 4months in a protected environment to avoid contamination. Additionally, 173 bird droppings and 729 gauze swabs used to clean birds feet were inspected for AM fungal spores. Although no spores were detected by direct observation of these samples, seven Rubus ulmifolius seedlings obtained from four independent droppings of Erithacus rubecula and Sylvia melanocephala were colonised by AM fungi. Our results show that birds can effectively co-disperse viable seeds and AM fungal spores, potentially over long distances, providing a pivotal mechanism to understand the cosmopolitan distribution of AM fungi.  2018 The Authors. New Phytologist  2018 New Phytologist Trust",MA147,KJB,exclude,,,
On the reorganization of fitness during evolutionary transitions in individuality,"The basic problem in an evolutionary transition is to understand how a group of individuals becomes a new kind of individual, possessing the property of heritable variation in fitness at the new level of organization. During an evolutionary transition, for example, from single cells to multicellular organisms, the new higher-level evolutionary unit (multicellular organism) gains its emergent properties by virtue of the interactions among lower-level units (cells). We see the formation of cooperative interactions among lower-level units as a necessary step in evolutionary transitions; only cooperation transfers fitness from lower levels (costs to group members) to higher levels (benefits to the group). As cooperation creates new levels of fitness, it creates the opportunity for conflict between levels as deleterious mutants arise and spread within the group. Fundamental to the emergence of a new higher-level unit is the mediation of conflict among lower-level units in favor of the higher-level unit. The acquisition of heritable variation in fitness at the new level, via conflict mediation, requires the reorganization of the basic components of fitness (survival and reproduction) and life-properties (such as immortality and totipotency) as well as the co-option of lower-level processes for new functions at the higher level. The way in which the conflicts associated with the transition in individuality have been mediated, and fitness and general life-traits have been re-organized, can influence the potential for further evolution (i.e., evolvability) of the newly emerged evolutionary individual. We use the volvocalean green algal group as a model-system to understand evolutionary transitions in individuality and to apply and test the theoretical principles presented above. Lastly, we discuss how the different notions of individuality stem from the basic properties of fitness in a multilevel selection context.",MA263,KJB,include,intraspecific,"evolution of multicellularity, experiment",probably irrelevant
Benefiting friends or dominants: prosocial choices mainly depend on rank position in long-tailed macaques (Macaca fascicularis),"Long-term observational studies in a number of animal species suggest that exchange patterns of social acts depend on long-term emotional bonds. Therefore, it is expected that the frequency of prosocial behavior will depend on the strength of such a bond. In this study we tested whether variation in relationship quality among unrelated individuals, i.e., ``friends{''} and ``nonfriends,{''} is predictive of the prosocial behavior of long-tailed macaques in two experiments. First, we related relationship quality to prosociality in a dyadic prosociality test, and second, we gave subjects the choice to give to either a friend or a nonfriend in a triadic choice test. We show that prosocial behavior of long-tailed macaques in the dyadic test is not related to relationship quality. When given the choice to give to either a friend or a nonfriend in the triadic test, there is a minor indication that long-tailed macaques show a preference to give to their friends, yet this indication is neither significant nor consistent. In contrast, subordinate long-tailed macaques make a more ``competitive{''} choice and avoid giving to the individual closest in rank. Therefore, in the short-term situation of experimental tests, prosocial behavior of long-tailed macaques seems unaffected by the relationship quality of the dyad/triad tested, and the relative dominance position of these dyads/triads seems to have a much stronger effect on their prosocial behavior.",MA33,KJB,include,intraspecific,"experiment, sharing, prosocial behaviour",
Social heterosis and the maintenance of genetic diversity,"Genetic diversity in species is often high in spite of directional selection or strong genetic drift. One resolution to this paradox may be through fitness benefits arising from interactions of genetically diverse individuals. Advantageous phenotypes that are impossible in single individuals (e.g. being simultaneously bold and shy) can be expressed by groups composed of genetically different individuals. Genetic diversity, therefore, can produce mutualistic benefits shared by all group members. We define this effect as 'social heterosis', and mathematically demonstrate maintenance of allelic diversity when diverse groups or neighbourhoods are more reproductively successful than homogenous ones. Through social heterosis, genetic diversity persists without: frequency dependence within groups, migration, balancing selection, genetic linkages, overdominance, antagonistic pleiotropy or nonrandom allele assortment. Social heterosis may also offer an alternative evolutionary pathway to cooperation that does not require clustering of related individuals, nepotistic favouritism towards kin, or overt reciprocity.  2007 The Authors.",MA334,KJB,include,intraspecific,modelling,
Friend or foe: Inter-specific interactions and conflicts of interest within the family,"1. Interactions between species can vary from mutually beneficial to evolutionarily neutral to antagonistic, even when the same two species are involved. Similarly, social interactions between members of the same species can lie on a spectrum from conflict to cooperation. 2. The aim of the present study was to investigate whether variation in the two types of social behaviour are interconnected. Is the fitness of the various classes of social partner within species (such as parent and offspring, or male and female) differently affected by interactions with a second species? Moreover, can inter-specific interactions influence the outcome of social interactions within species? 3. The present experiments focus on the interactions between the burying beetle Nicrophorus vespilloides Herbst and the phoretic mite Poecilochirus carabi G. Canestrini & R. Canestrini. The approach was to measure the fitness of burying beetle mothers, fathers, and offspring after reproduction, which took place either in the presence or absence of mites. 4. We found that male, female, and larval burying beetles derive contrasting fitness costs and benefits from their interactions with the mite, despite sharing a common family environment. From the mite's perspective, its relationship with the burying beetle can, therefore, be simultaneously antagonistic, neutral, and possibly even mutualistic, depending on the particular family member involved. We also found that mites can potentially change the outcome of evolutionary conflicts within the family. 5. We conclude that inter-specific interactions can explain some of the variation in social interactions seen within species. It is further suggested that intra-specific interactions might contribute to variation in the outcome of interactions between species.  2015 The Royal Entomological Society.",MA156,KJB,include,both,"cooperation, experiment",
POLYANDRY REDUCES SPERM LENGTH VARIATION IN SOCIAL INSECTS,"Postcopulatory sexual selection, either in the form of sperm competition or cryptic female choice, is an important selective force that is thought to have generated the enormous variation in sperm morphology observed interspecifically. However, the evolutionary significance of intraspecific variation in sperm morphology, and the role that postcopulatory sexual selection plays in influencing this variation, remains poorly investigated in invertebrates. Here, we tested the hypothesis that postcopulatory sexual selection reduces variation in sperm morphology, both between and within males, in 27 species of eusocial ants and bees. These eusocial species offer an unusual opportunity to assess how selection acts on variance in sperm morphology, as haploid males produce clonal, haploid sperm that does not experience haploid-diploid conflict. We provide solid evidence that males of polyandrous ant and bee species indeed produce less-variable sperm, indicating that sperm competition selected for sperm of superior quality. Our results offer a mechanistic explanation for the evolution of high-quality sperm and provide comprehensive evidence that sperm morphology of social insects is influenced by sexual selection.",MA288,KJB,exclude,,,
Encapsulation of the Entomopathogenic NematodeSteinernema feltiaeinTipula oleracea,"The encapsulation response ofTipula oleraceato the entomopathogenic nematodeSteinernema feltiaewas investigated by exposing the insects to nematode dauer juveniles (DJs) and by injecting DJs with and without the symbiotic bacteriaXenorhabdus bovienii.The encapsulation response varied considerably between individual insect larvae. The variation could not be attributed to a more or less scattered nematode invasion over time since it was also recorded after simultaneous injection of a fixed DJ dose. The proportion of encapsulated nematodes declined with increasing dose (injected DJs/larva) from approx 80% for 1 DJ/larva to 33-34% for 20 DJ/larva.Tipula oleracealarvae were capable of encapsulating nematodes with and without symbionts inside the hemocoel; however, at doses of 10 and 20 DJ/larva, axenic nematodes were encapsulated less frequently than monoxenic nematodes. Injected axenic nematodes that were not encapsulated did not develop inT. oleracealarvae but disappeared from the insect's hemocoel. Coinjection of symbiotic bacteria increased encapsulation of axenic nematodes, showing thatX. bovieniiis triggering the encapsulation response ofT. oleraceaagainstS. feltiae.  1997 Academic Press.",MA119,KJB,exclude,,,
"Carapace relative growth of Trapezia Latreille, 1828 (Decapoda, Brachyura), crabs that are symbionts of hard corals, from Clipperton atoll and the Revillagigedo islands: Ecological and zoogeographical implications","Decapod metapopulation dynamics are better understood by confronting theoretical studies with empirical data. In this study, our goal was to analyse the morphometric characteristics and relative growth of the carapace of Trapezia bidentata (Forskl, 1775) and T. digitalis Latreille, 1828, crabs from the islands Clipperton and Revillagigedo, in order to assess the degree of inter- and intraspecific similarity of the four insular populations. We examined 325 specimens and identified four species: T. bidentata (72.9% of total abundance), T. digitalis (23.1%), T. formosa Smith, 1869 (3.4%), and T. corallina Gerstaecker, 1857 (0.6%). Three carapace measurements were taken for each specimen: carapace width (CW), carapace length (CL), and interocular distance (ID). The variables CL and ID were fit to a power equation taking CW as the reference dimension. As in other brachyurans, growth pattern analyses indicated an isometric type in all CW vs CL and CW vs ID relationships examined. Interspecific differences included a larger body size for T. bidentata and larger ID/CW for T. digitalis. Significant intraspecific differences in the two insular populations of T. digitalis were evidenced in the ID/CW ratio. In contrast, populations of T. bidentata were morphometrically closer. These results indicate a higher degree of connectedness of the parts of the T. bidentata metapopulation than of that of T. digitalis, probably due to differences in the duration of their larval stages. We think that the larger body size in T. bidentata might account for competitive advantages in food gathering and habitat selection over the remaining species. In turn, as a counteracting trait for its smaller size, the larger ID might allow T. digitalis a better ability to perceive 3D and to judge relative distances between objects, thus avoiding competitive combats and improving antipredatory or escape responses.  2010 Koninklijke Brill NV, Leiden.",MA40,KJB,exclude,,,
Molecular evolution patterns reveal life history features of mycoplasma-related endobacteria associated with arbuscular mycorrhizal fungi,"The mycoplasma-related endobacteria (MRE), representing a recently discovered lineage of Mollicutes, are widely distributed across arbuscular mycorrhizal fungi (AMF, Glomeromycota). AMF colonize roots of most terrestrial plants and improve plant mineral nutrient uptake in return for plant-assimilated carbon. The role of MRE in the biology of their fungal hosts is unknown. To start characterizing this association, we assessed partitioning of MRE genetic diversity within AMF individuals and across the AMF phylogeographic range. We further used molecular evolution patterns to make inferences about MRE codivergence with AMF, their lifestyle and antiquity of the Glomeromycota-MRE association. While we did not detect differentiation between MRE derived from different continents, high levels of diversity were apparent in MRE populations within AMF host individuals. MRE exhibited significant codiversification with AMF over ecological time and the absence of codivergence over evolutionary time. Moreover, genetic recombination was evident in MRE. These patterns indicate that, while MRE transmission is predominantly vertical, their complex intrahost populations are likely generated by horizontal transmission and recombination. Based on predictions of evolutionary theory, we interpreted these observations as a suggestion that MRE may be antagonists of AMF. Finally, we detected a marginally significant signature of codivergence of MRE with Glomeromycota and the Endogone lineage of Mucoromycotina, implying that the symbiosis between MRE and fungi may predate the divergence between these two groups of fungi.",MA249,KJB,exclude,,,
Collective action problem in heterogeneous groups,"I review the theoretical and experimental literature on the collective action problem in groups whose members differ in various characteristics affecting individual costs, benefits and preferences in collective actions. I focus on evolutionary models that predict how individual efforts and fitnesses, group efforts and the amount of produced collective goods depend on the groups size and heterogeneity, as well as on the benefit and cost functions and parameters. I consider collective actions that aim to overcome the challenges from nature or win competition with neighbouring groups of co-specifics. I show that the largest contributors towards production of collective goods will typically be group members with the highest stake in it or for whom the effort is least costly, or those who have the largest capability or initial endowment. Under some conditions, such group members end up with smaller net pay-offs than the rest of the group. That is, they effectively behave as altruists. With weak nonlinearity in benefit and cost functions, the group effort typically decreases with group size and increases with within-group heterogeneity. With strong nonlinearity in benefit and cost functions, these patterns are reversed. I discuss the implications of theoretical results for animal behaviour, human origins and psychology.  2015 The Author(s) Published by the Royal Society. All rights reserved.",MA52,KJB,include,intraspecific,review,
Plant-animal mutualism in biological markets: Evolutionary and ecological dynamics driven by non-heritable phenotypic variance,"Mutualism between plants and animals, such as in pollination and seed dispersal, is a fundamental mechanism facilitating the productivity and biodiversity of ecosystems, and it is often considered as an analog of a free-market economy. The coevolution of plant reward and animal choosiness, however, involves an apparent paradox due to incomplete information and limited mutation rates: plant rewards evolve only when animals are choosy, but choosy animals purge the heritable variations of plants, which then favors less choosy animals. Here we use a two-species mathematical model to illustrate how non-heritable phenotypic variances of plants may facilitate the coevolution of rewards and choosiness and solve the paradox with low mutation rates. We simultaneously track the ecological and evolutionary dynamics and show that the population ratio links the two processes and tunes the stable ecoevolutionary equilibrium. Numerical simulations confirm the analytic prediction with varying mutation rates (heritable variance). The efficiency of a biological market is generally suboptimal due to the information constraint and individual competition. (C) 2013 Elsevier Inc. All rights reserved.",MA284,KJB,include,interspecific,modelling,
Policing and punishment across the domains of social evolution,"Several decades of research in humans, other vertebrates, and social insects have offered fascinating insights into the dynamics of punishment (and its subset, policing), but authors have only rarely addressed whether there are fundamental joint principles underlying the maintenance of these behaviors. Here we present a punisher/bystander approach rooted in inclusive fitness logic to predict which individuals should take on punishing roles in animal societies. We apply our scheme to societies of eusocial Hymenoptera and nonhuman vertebrate social breeders, and we outline potential extensions for understanding conflict regulation among cells in metazoan bodies and unrelated individuals in human societies. We highlight that: 1) no social unit is expected to express punishment behavior unless it collects positive inclusive fitness benefits that surpass alternative benefits of bystanding; 2) punishment with public good benefits can be maintained through either direct fitness benefits (coercion) or indirect fitness benefits (correction) or both; 3) differences across social systems in the distributions of power, relatedness, and reproductive options drive variation in the extent to which individuals actively punish; and 4) inclusive fitness logic captures many punishment-relevant evolutionary and ecological variables in a single framework that appears to apply across very different types of social arrangements. Synthesis Researchers have long observed that individuals in animal societies punish (and by extension, police) each other, but they have rarely investigated whether general principles underlie this behavior across social arrangements. In this paper, we present a punisher/bystander approach rooted in inclusive fitness logic to predict which individuals should take on punisher roles in animal societies. We apply the approach to eusocial insects and cooperatively breeding vertebrates and outline extensions towards the control of cancer cell lineages and punishment in human groups. We highlight how variation in specific social variables may drive differences in punishing/policing across the social domains.  2015 The Authors.",MA287,KJB,exclude,,,
Cooperation and conflict in the evolution of multicellularity,"Multicellular organisms probably originated as groups of cells formed in several ways, including cell proliferation from a group of founder cells and aggregation. Cooperation among cells benefits the group, but may be costly (altruistic) or beneficial (synergistic) to individual cooperating cells. In this paper, we study conflict mediation, the process by which genetic modifiers evolve that enhance cooperation by altering the parameters of development or rules of formation of cell groups. We are particularly interested in the conditions under which these modifiers lead to a new higher-level unit of selection with increased cooperation among group members and heritable variation in fitness at the group level. By sculpting the fitness variation and opportunity for selection at the two levels, conflict modifiers create new functions at the organism level. An organism is more than a group of cooperating cells related by common descent; organisms require adaptations that regulate conflict within. Otherwise their continued evolution is frustrated by the: creation of within-organism variation and conflict between levels of selection. The evolution of conflict modifiers is a necessary prerequisite to the emergence of individuality and the continued well being of the organism. Conflict leads - through the evolution of adaptations that reduce it - to greater individuality and harmony for the organism.",MA78,KJB,include,intraspecific,"evolution of multicellularity, modelling",
Host-parasite dynamics lead to mixed cooperative games,"Although the Prisoner's dilemma is a leading metaphor for the evolution of sociality, only a few studies demonstrate that this game indeed operates in nature. We offer an alternative perspective, in which parasites and their hosts are used as a model system, suggesting that Prisoner's dilemma may be rare due to different individuals experiencing variation in the payoffs they receive from alternative strategies. Ectoparasites (such as fleas) move stochastically between hosts, causing differential parasite burdens. The resulting variance in the need for cooperation - in this case cooperative allogrooming - means that payoffs for different strategies (e.g. cooperate and defect) are not fixed. Our simulations revealed that due to parasite dynamics, cooperation among hosts conforms to a mixture of two games: Mutualism and Cruel Bind, both of which are more likely to coerce individuals into mutual cooperation than Prisoner's dilemma. Though interesting, Prisoner's dilemma is in fact the least likely scenario. If payoff variation is common, the dominance of the Prisoner's dilemma paradigm may have made us unnecessarily puzzled by cooperation in nature.",MA183,KJB,include,interspecific,modelling,
Conflicting selection in the course of adaptive diversification: The interplay between mutualism and intraspecific competition,"Adaptive speciation can occur when a population undergoes assortative mating and disruptive selection caused by frequency- dependent intraspecific competition. However, other interactions, such as mutualisms based on trait matching, may generate conflicting selective pressures that constrain species diversification. We used individual-based simulations to explore how different types of mutualism affect adaptive diversification. A magic trait was assumed to simultaneously mediate mate choice, intraspecific competition, and mutualisms. In scenarios of intimate, specialized mutualisms, individuals interact with one or few individual mutualistic partners, and diversification is constrained only if the mutualism is obligate. In other scenarios, increasing numbers of different partners per individual limit diversification by generating stabilizing selection. Stabilizing selection emerges from the greater likelihood of trait mismatches for rare, extreme phenotypes than for common intermediate phenotypes. Constraints on diversification imposed by increased numbers of partners decrease if the trait matching degree has smaller positive effects on fitness. These results hold after the relaxation of various assumptions. When trait matching matters, mutualism-generated stabilizing selection would thus often constrain diversification in obligate mutualisms, such as ant-myrmecophyte associations, and in low-intimacy mutualisms, including plant-seed disperser systems. Hence, different processes, such as trait convergence favoring the incorporation of nonrelated species, are needed to explain the higher richness of low-intimacy assemblages-shown here to be up to 1 order of magnitude richer than high-intimacy systems.  2014 by The University of Chicago.",MA71,KJB,include,intraspecific,modelling,Focuses more on the effects of variation on the potential for adaptation. Might however also include results interesting for our work.
Intraspecific competition impacts Vibrio fischeri strain diversity during initial colonization of the squid light organ,"Animal development and physiology depend on beneficial interactions with microbial symbionts. In many cases, the microbial symbionts are horizontally transmitted among hosts, thereby making the acquisition of these microbes from the environment an important event within the life history of each host. The light organ symbiosis established between the Hawaiian squid Euprymna scolopes and the bioluminescent bacterium Vibrio fischeri is a model system for examining how hosts acquire horizontally transmitted microbial symbionts. Recent studies have revealed that the light organ of wild-caught E. scolopes squid contains polyclonal populations of V. fischeri bacteria; however, the function and development of such strain diversity in the symbiosis are unknown. Here, we report our phenotypic and phylogenetic characterizations of FQ-A001, which is a V. fischeri strain isolated directly from the light organ of an E. scolopes individual. Relative to the type strain ES114, FQ-A001 exhibits similar growth in rich medium but displays increased bioluminescence and decreased motility in soft agar. FQ-A001 outcompetes ES114 in colonizing the crypt spaces of the light organs. Remarkably, we find that animals cocolonized with FQ-A001 and ES114 harbor singly colonized crypts, in contrast to the cocolonized crypts observed from competition experiments involving single genotypes. The results with our two-strain system suggest that strain diversity within the squid light organ is a consequence of diversity in the single-strain colonization of individual crypt spaces.  2016, American Society for Microbiology.",MA219,KJB,exclude,,,
"Individual versus social complexity, with particular reference to ant colonies","Insect societies - colonies of ants, bees, wasps and termites vary enormously in their social complexity. Social complexity is a broadly used term that encompasses many individual and colony-level traits and characteristics such as colony size, polymorphism and foraging strategy. A number of earlier studies have considered the relationships among various correlates of social complexity in insect societies; in this review, we build upon those studies by proposing additional correlates and show how all correlates can be integrated in a common explanatory framework. The various correlates are divided among four broad categories (sections). Under 'polyphenism' we consider the differences among individuals, in particular focusing upon 'caste' and specialization of individuals. This is followed by a section on 'totipotency' in which we consider the autonomy and subjugation of individuals. Under this heading we consider various aspects such as intracolony conflict, worker reproductive potential and physiological or morphological restrictions which limit individuals' capacities to perform a range of tasks or functions. A section entitled 'organization of work' considers a variety of aspects, e.g. the ability to tackle group, team or partitioned tasks, foraging strategics and colony reliability and efficiency. A final section, 'communication and functional integration', considers how individual activity is coordinated to produce an integrated and adaptive colony. Within each section we use illustrative examples drawn from the social insect literature (mostly from ants, for which there is the best data) to illustrate concepts or trends and make a number of predictions concerning how a particular trait is expected to correlate with other aspects of social complexity. Within each section we also expand the scope of the arguments to consider these relationships in a much broader sense of 'sociality' by drawing parallels with other 'social' entities such as multicellular individuals, which can be understood as 'societies' of cells. The aim is to draw out any parallels and common causal relationships among the correlates. Two themes run through the study. The first is the role of colony size as an important factor affecting social complexity. The second is the complexity of individual workers in relation to the complexity of the colony. Consequently, this is an ideal opportunity to test a previously proposed hypothesis that 'individuals of highly social ant species arc less complex than individuals from simple ant species' in light of numerous social correlates. Our findings support this hypothesis. In summary, we conclude that, in general, complex societies arc characterized by large colony size, worker polymorphism, strong behavioural specialization and loss of totipotency in its workers, low individual complexity, decentralized colony control and high system redundancy, low individual competence, a high degree of worker cooperation when tackling tasks, group foraging strategies, high tempo, multi-chambered tailor-made nests, high functional integration, relatively greater use of cues and modulatory signals to coordinate individuals and heterogeneous patterns of worker-worker interaction.",MA203,KJB,include,intraspecific,"review, eusocial insects",Not sure (again)
Cell communities and robustness in development,"The robustness of patterning events in development is a key feature that must be accounted for in proposed models of these events. When considering explicitly cellular systems, robustness can be exhibited at different levels of organization. Consideration of two widespread patterning mechanisms suggests that robustness at the level of cell communities can result from variable development at the level of individual cells; models of these mechanisms show how interactions between participating cells guarantee community-level robustness. Cooperative interactions enhance homogeneity within communities of like cells and the sharpness of boundaries between communities of distinct cells, while competitive interactions amplify small inhomogeneities within communities of initially equivalent cells, resulting in fine-grained patterns of cell specialization. (C) 1997 Society for Mathematical Biology.",MA42,KJB,exclude,,,it’s the other way around: how do different interactions affect variation
The nested assembly of individual-resource networks,"P>1. Much of the current understanding of ecological systems is based on theory that does not explicitly take into account individual variation within natural populations. However, individuals may show substantial variation in resource use. This variation in turn may be translated into topological properties of networks that depict interactions among individuals and the food resources they consume (individual-resource networks). 2. Different models derived from optimal diet theory (ODT) predict highly distinct patterns of trophic interactions at the individual level that should translate into distinct network topologies. As a consequence, individual-resource networks can be useful tools in revealing the incidence of different patterns of resource use by individuals and suggesting their mechanistic basis. 3. In the present study, using data from several dietary studies, we assembled individual-resource networks of 10 vertebrate species, previously reported to show interindividual diet variation, and used a network-based approach to investigate their structure. 4. We found significant nestedness, but no modularity, in all empirical networks, indicating that (i) these populations are composed of both opportunistic and selective individuals and (ii) the diets of the latter are ordered as predictable subsets of the diets of the more opportunistic individuals. 5. Nested patterns are a common feature of species networks, and our results extend its generality to trophic interactions at the individual level. This pattern is consistent with a recently proposed ODT model, in which individuals show similar rank preferences but differ in their acceptance rate for alternative resources. Our findings therefore suggest a common mechanism underlying interindividual variation in resource use in disparate taxa.",MA382,KJB,exclude,,,
The cost of myrmecophytism: Insights from allometry of stem secondary growth,"Background and AimsPlant defence traits against herbivores incur production costs that are usually difficult to measure. However, estimating these costs is a prerequisite for characterizing the plant defence strategy as a whole. Myrmecophytes are plants that provide symbiotic ants with specialized nesting cavities, called domatia, in exchange for protection against herbivores. In the particular case of stem domatia, production of extra wood seems to be the only associated cost, making this indirect defence trait a particularly suitable model for estimating the cost of defence. MethodsMeasurements were made of growth pattern and cumulative production cost of domatia over secondary growth in the myrmecophyte Leonardoxa africana subsp. africana, whose internodes display both a solid basal segment and a hollow distal part (the domatium), thus allowing paired comparison of investment in wood. Key ResultsPrevious studies showed that 'overconstruction' of the hollow part of internodes during primary growth is needed for mechanical support. In this study, it is shown that the relationship between the woody cross-sectional area of the solid and hollow parts of internodes is negatively allometric at the beginning of secondary growth and nearly isometric later on. Thus, in hollow stems, the first phase of slow secondary growth compensates for the 'overconstruction' of the ring of wood during primary growth. Moreover, the cumulative production cost of a domatium (estimated as the additional volume of wood required for a hollow stem compared with a solid one) is very high at the beginning of secondary growth and then quickly tends to zero. ConclusionsMaking domatia incurs high costs early in ontogeny, costs that are then amortized later in development of stems and of individual plants. Characterizing ontogenetic variation of the net cost of this peculiar defence mechanism will help us build more accurate theoretical models of resource allocation in myrmecophytes.  2012 The Author.",MA366,KJB,exclude,,,
Evolution and invasion dynamics of multiple infections with Wolbachia investigated using matrix based models,"Endosymbiotic bacteria are often transmitted vertically from one host generation to the next via oocytes cytoplasm. The generally small number of colonizing bacteria in the oocytes leads to a bottleneck at each generation, resulting in genetic homogenization of the symbiotic population. Nevertheless, in many of the species infected by Wolbachia (maternally transmitted bacteria), individuals do sometimes simultaneously harbor several bacterial strains, owing to the fact that Wolbachia induces cytoplasmic incompatibility (CI) that maintains multiple infections. CI occurs in crosses in which the male is infected by at least one Wolbachia strain that the female lacks, and consequently it favors individuals with the greatest symbiotic diversity. CI results in death of offspring in diploid species. In haplodiploid individuals, unfertilized eggs hatch normally into mates and fertilized ones, which would lead to females, either die (female mortality type: FM) or develop into males (male development type: MD). Until now, only one theoretical study, restricted to diploid species, has investigated the associations where multiple CI-inducing Wolbachia co-exist, and explored the conditions under which multiple infections can spread. The consequences of double infections on Wolbachia maintenance in host populations, and the selective pressures to which it is subjected have not yet been analysed. Here, we have re-written a model previously developed for single infection in matrix form, which allows easy extension to multiple infections and introduction of mutant strains. We show that (i) the CI type has a strong influence on invasiveness and maintenance of multiple infections; (ii) double infection lowers the invasion threshold of less competitive strains that hitch-hike with their companion strain; (iii) when multiple infections occur, as in single infections, the strains selected are those which maximize the production of infected offspring; and (iv) for the MD CI type, invasion of mutant strains can carry the whole infection to extinction. (c) 2006 Elsevier Ltd. All rights reserved.",MA123,KJB,include,interspecific,modelling,
