title,abstract,abstract.id,screener.id,decision,scale,topic
Complement of integrated fertilizer management and integrated pest management concepts to ameliorate faba bean growth and yield [Ergnzung des integrierten dngungs und krankheitsmanagements zur verbesserung des wachstums und ertrags von ackerbohnen],"Twenty-one microbial preparations recommended for controlling pathogenic fungal strains causing root rot and wilt diseases of faba bean were investigated for antibiosis against several symbiotic and associative diazotrophs adopting a modified agar-plate-inhibition-zone assay. Rhizobium and Bradyrhizobium exhibited a somewhat similar susceptibility to biocontrol agents while associative diazotrophs showed variable responses. Azotobacter, compared to others, was severely inhibited by such bio-candidates. The members of the biofertilizer formulation Biofertan did bear mixed cultivation with the majority of biocontrol agents. Among those, Bacillus subtilis was deemed the pioneer. In pot experiments, almost all the antagonists significantly restricted the severity of root rot and wilt diseases besides modifying faba bean seedling stand and improving plant development. This was very obvious with shoot biomass increases of >50%. Moreover, the bioagents successfully recovered the legume establishment, seriously injured due to pathogenic fungal infection. Simultaneous inoculation with Rhizobium and biocontrol agents provided more growth stimulation compared to either when introduced individually. Field-grown faba beans were inoculated with the diazotroph and representatives of biocontrol strains by two different methods, seed coating and over-head soil. Growth parameters determined were the highest when the legume plant was seed-coated by Rhizobium simultaneously over-head soil inoculated with the bacterial bioagents; this was reported with Bacillus subtilis and Pseudomonas aerugenosa. The significance of combined application of biofertilizer and bioagent to ensure cheap, clean and safe farm products is discussed.  2004 Taylor & Francis Ltd.",MA65,MW,exclude,,
Ecological effects on gut bacterial communities in wild bumblebee colonies,"1.Animal hosts harbour diverse and often specific bacterial communities (microbiota) in their gut. These microbiota can provide crucial services to the host such as aiding in digestion of food and immune defence. However, the ecological factors correlating with and eventually shaping these microbiota under natural conditions are poorly understood. 2.Bumblebees have recently been shown to possess simple and highly specific microbiota. We here examine the dynamics of these microbiota in field colonies of the bumblebee Bombus terrestris over one season. The gut bacteria were assessed with culture-independent methods, that is, with terminal restriction fragment length profiles of the 16S rRNA gene. 3.To further understand the factors that affect the microbiota, we experimentally manipulated field-placed colonies in a fully factorial experiment by providing additional food or by priming the workers' immune system by injecting heat-killed bacteria. We furthermore looked at possible correlates of diversity and composition of the microbiota for (i) natural infections with the microbial parasites Crithidia bombi and Nosema bombi, (ii) bumblebee worker size, (iii) colony identity, and (iv) colony age. 4.We found an increase in diversity of the microbiota in individuals naturally infected with either C. bombi or N. bombi. Crithidia bombi infections, however, appear to be only indirectly linked with higher microbial diversity when comparing colonies. The treatments of priming the immune system with heat-killed bacteria and additional food supply, as well as host body size, had no effect on the diversity or composition of the microbiota. Host colony identity had only a weak effect on the composition of the microbiota at the level of resolution of our method. We found both significant increases and decreases in the relative abundance of selected bacterial taxa over the season. 5.We present the first study on the ecological dynamics of gut microbiota in bumblebees and identify parasite infections, colony identity and colony age as important factors influencing the diversity and composition of the bacterial communities. The absence of an effect of our otherwise effective experimental treatments suggests a remarkable ability of the host to maintain a homoeostasis in this community under widely different environments.  2012 British Ecological Society.",MA111,MW,exclude,,
Feedback between Population and Evolutionary Dynamics Determines the Fate of Social Microbial Populations,"The evolutionary spread of cheater strategies can destabilize populations engaging in social cooperative behaviors, thus demonstrating that evolutionary changes can have profound implications for population dynamics. At the same time, the relative fitness of cooperative traits often depends upon population density, thus leading to the potential for bi-directional coupling between population density and the evolution of a cooperative trait. Despite the potential importance of these eco-evolutionary feedback loops in social species, they have not yet been demonstrated experimentally and their ecological implications are poorly understood. Here, we demonstrate the presence of a strong feedback loop between population dynamics and the evolutionary dynamics of a social microbial gene, SUC2, in laboratory yeast populations whose cooperative growth is mediated by the SUC2 gene. We directly visualize eco-evolutionary trajectories of hundreds of populations over 50-100 generations, allowing us to characterize the phase space describing the interplay of evolution and ecology in this system. Small populations collapse despite continual evolution towards increased cooperative allele frequencies; large populations with a sufficient number of cooperators ``spiral{''} to a stable state of coexistence between cooperator and cheater strategies. The presence of cheaters does not significantly affect the equilibrium population density, but it does reduce the resilience of the population as well as its ability to adapt to a rapidly deteriorating environment. Our results demonstrate the potential ecological importance of coupling between evolutionary dynamics and the population dynamics of cooperatively growing organisms, particularly in microbes. Our study suggests that this interaction may need to be considered in order to explain intraspecific variability in cooperative behaviors, and also that this feedback between evolution and ecology can critically affect the demographic fate of those species that rely on cooperation for their survival.",MA144,MW,include,intraspecific,cooperation/conflict
Selfish punishment: Altruism can be maintained by competition among cheaters,"Altruistic punishment refers to a class of behaviors that deters cheating at a cost to the punisher, making it a form of second-order altruism. Usually, it is assumed that the punishers are themselves ``solid citizens{''} who refrain from cheating. We show in a simulation model that altruism and punishment paradoxically become negatively correlated, leading to a form of selfish punishment. Examples of selfish punishment can be found in organisms as diverse as wasps, birds, and humans. (C) 2007 Elsevier Ltd. All rights reserved.",MA314,MW,include,intraspecific,"cooperation/conflict, punishment"
Parabiotic associations between tropical ants: Equal partnership or parasitic exploitation?,"1. The huge diversity of symbiotic associations among animals and/or plants comprises both mutualisms and parasitisms. Most symbioses between social insect species, however, involve social parasites, while mutual benefits have been only suspected for some parabiotic associations - two colonies that share a nest. 2. In the rainforest of Borneo, we studied parabiotic associations between the ants Crematogaster modiglianii and Camponotus rufifemur. Parabiotic nests were regularly found inside hollow tree trunks, most likely initiated by Cr. modiglianii. This species frequently nested without its partner, whereas we never found non-parabiotic Ca. rufifemur nests. We experimentally investigated potential benefits, potential interference competition for food (as a probable cost), and foraging niches of both species. 3. The two species never showed aggressive interactions and amicably shared food resources. However, Cr. modiglianii had a wider temporal and spatial foraging range than Ca. rufifemur, always found baits before Ca. rufifemur and recruited more efficiently. Camponotus rufifemur probably benefited from following pheromone trails of Cr. modiglianii. In turn, Ca. rufifemur was significantly more successful in defending the nest against alien ants. Crematogaster modiglianii hence may profit from its partner's defensive abilities. 4. In neotropical parabioses, epiphytes grown in 'ant-gardens' play a crucial role in the association, e.g. by stabilization of nests. Hemiepiphytic Poikilospermum cordifolium (Cecropiaceae) seedlings and saplings frequently grew in the entrances of parabiotic nests in Borneo, obviously dispersed by the ants. In cafeteria experiments, both parabiotic ants carried its elaiosome-bearing seeds into the nest. However, P. cordifolium does not provide additional nest space, contrasting with neotropical ant-gardens. 5. The parabiotic association appears beneficial for both ant species, the main benefits being nest initiation by Cr. modiglianii and interspecific trail-following (for Ca. rufifemur), and, in turn, nest defence by Ca. rufifemur (for Cr. modiglianii). However, Ca. rufifemur seems to be more dependent on its partner than vice versa.  2009 British Ecological Society.",MA267,MW,include,interspecific,competition/cooperation
Heterogenistics: An epistemological restructuring of biological and social sciences,"The epistemology which sees intra-specific and intra-group heterogenization, symbiotization, interactive pattern-generating and change as basic principles produces types of theories and research strategies different from the epistemology based on the notions of intra-specific and intra-group uniformity, competition and stabilization. In the uniformistic view, individual variations have been reduced mainly either to statistical deviations from the mean or to dominance relationship. On the other hand in the heterogenistic view, mutual beneficial interactions between qualitatively heterogeneous individuals within a group is regarded as indispensable for the increase of the level of behavioral and biological sophistication and evolution. This article compares five epistemologies including the two mentioned above in the context of the current epistemological transition in science, particularly due to the emergence of non-equilibrium thermodynamics in physics and differentiation-amplifying reciprocal causal models in mathematics and engineering, both of which consider the universe as pattern-generating, information-creating and evolving.  1977 Leiden University Press/Dr. W. Junk b.v.",MA176,MW,exclude,,
Symbiont dynamics and strain diversity in the defensive mutualism between Lagria beetles and Burkholderia,"Defensive mutualisms are often facultative in nature, and their evolutionary dynamics can be shaped by changes in local antagonist communities or arms races with coevolving antagonists. Under these conditions, selection may favour hosts that flexibly acquire symbionts producing compounds with bioactivity against current antagonists. Here, we study the prevalence, dynamics and strain diversity of Burkholderia gladioli bacteria in Lagria beetles, a recently described protective symbiosis involving vertical transmission and antifungal defense for the host eggs. In Lagria hirta, we investigate the fate of the bacteria during the host life cycle. Despite a transmission route relying solely on the females, the bacteria are present in both sexes during the larval stage, suggesting a potentially multifaceted defensive role. In L. hirta and L. villosa adults, culture-dependent and -independent techniques revealed that individual beetles harbour diverse Burkholderia strains from at least two different phylogenetic clades, yet all closely related to free-living B. gladioli. Interestingly, rearing the beetles in the laboratory strongly impacted symbiont strain profiles in both beetle species. Our findings highlight the dynamic nature of the B. gladioli-Lagria symbiosis and present this as a valuable system for studying multiple strain coinfections, as well as the evolutionary and ecological factors regulating defensive symbiosis.  2017 Society for Applied Microbiology and John Wiley & Sons Ltd",MA357,MW,exclude,,
Effects of social immunity and unicoloniality on host-parasite interactions in invasive insect societies,"Social insects have a very high potential to become invasive pest species. Here, we explore how their social lifestyle and their interaction with parasites may contribute to this invasive success. Similar to solitary species, parasite release followed by the evolution of increased competitive ability can promote establishment of introduced social insect hosts in their introduced range. Genetic bottlenecks during introduction of low numbers of founder individuals decrease the genetic diversity at three levels: the population, the colony and the individual, with the colony level being specific to social insects. Reduced genetic diversity can affect both the individual immune system and the collective colony-level disease defences (social immunity). Still, the dual immune system is likely to make social insects more robust to parasite attack. Changes in social structure from small, family-based, territorially aggressive societies in native populations towards huge networks of cooperating nests (unicoloniality) occur in some invasive social insects, for example, most invasive ants and some termites. Unicoloniality is likely to affect disease dynamics in multiple ways. The free exchange of individuals within the population leads to an increased genetic heterogeneity among individuals of a single nest, thereby decreasing disease transmission. However, the multitude of reproductively active queens per colony buffers the effect of individual diseased queens and their offspring, which may result in a higher level of vertical disease transmission in unicolonial societies. Lastly, unicoloniality provides a competitive advantage over native species, allowing them to quickly become the dominant species in the habitat, which in turn selects for parasite adaptation to this common host genotype and thus eventually a high parasite pressure. Overall, invasions by insect societies are characterized by general features applying to all introduced species, as well as idiosyncrasies that emerge from their social lifestyle. It is important to study these effects in concert to be able to develop efficient management and biocontrol strategies.  2012 British Ecological Society.",MA115,MW,exclude,,
Aggressive responses to playback of solos and duets in a Neotropical antbird,"Duetting behaviour is a unique form of animal communication that occurs in many diverse taxa in the animal kingdom. Hypotheses for the function of duets can be grouped into two broad categories to explain why individuals coordinate with their partner's songs to create duets: (1) duets are cooperative displays where pair members have a shared goal, such as joint resource defence, and (2) duets are conflicting displays where pair members have different goals, such as guarding against divorce or extrapair copulations. To distinguish between cooperative versus conflicting functions of vocal duets, we conducted a playback experiment to 40 breeding pairs of barred antshrikes, Thamnophilus doliatus. We broadcast five playback treatments to territorial pairs of birds: solos of males and females, duets created by males responding to female songs and by females responding to male songs, and a heterospecific control. We categorized subjects' behaviour in terms of vocal and physical responses. Male vocal and physical responses were significantly higher towards conspecific stimuli than towards heterospecific stimuli. Males tended to show more vocal responsiveness towards duet stimuli, although this tendency was not significant. We observed a similar pattern for female vocal responses. However, for physical responses, females showed significantly more intense responses towards female solo stimuli than towards any other conspecific treatment, suggesting that female antshrikes perceive rival females as an especially intense threat. Our results provide some support for a joint resource defence function for duetting in this species, while the high intrasexual aggression observed between females may indicate a form of mate guarding. (C) 2011 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",MA12,MW,exclude,,
Interindividual patterns of resource use in three subtropical Atlantic Forest frogs,"Studies with disparate taxa suggest that generalist populations are composed of relatively specialist individuals that use a narrow part of a population's resource pool. Models based on optimum diet theory (ODT) can be used to predict different patterns of variation in resource use among individuals. In this work, we investigated the diet and measured the degree of individual specialization of three anuran species, Hypsiboas leptolineatus, Pseudis cardosoi and Scinax granulatus, from the Atlantic Forest of southern Brazil. The study is based on gut content obtained using a stomach-flushing technique. Additionally, we tested for a correlation between the individuals' diet and morphological variation. Furthermore, we applied methods based on network theory to investigate patterns of resource use among individuals of each species. All three study species showed generalized diets and significant values of individual specialization. However, we did not find any correlation between diet and morphology, indicating that diet variation is not a consequence of morphological trade-offs. The individual-resource networks of H.leptolineatus and S.granulatus showed a nested pattern. This result indicates the presence of individuals with more diverse diets than others, and the diets of the more specialist individuals are a predictable subset of the diets of the more generalist ones. The individual-resource network of P.cardosoi did not show a distinct pattern, diverging from what was predicted by optimal diet theory-based models. Although nested or modular patterns are commonly found in individual-resource networks, our results indicate that they are not ubiquitous and that random patterns can also be found.",MA213,MW,exclude,,
"Factors Affecting Interspecific Aggression in a Year-Round Territorial Species, the Jewel Damselfish","Vertebrates live in complex species networks in which interspecific interactions are common. In some contexts, the aggressive behaviours shown in these interspecific interactions are very similar to those shown in intraspecific interactions. It is still an open question whether intra- and interspecific aggression share common causality. We studied a year-round territorial species the jewel damselfish, (Plectroglyphidodon lacrymatus), which cultivate algae they feed on. Territory holders aggressively defend these algae that are an attractive resource for many other species. In this study, we recorded territorial aggression in free-living individuals and recorded aggressive responses to a standardized territorial intrusion test in captive individuals. Field observations indicated that territorial aggression was selectively targeted towards food competitors. Independent of the size of the species, aggression was more frequent towards common species around their territories. This relationship was confirmed experimentally by confronting the jewel damselfish with novel objects to which the subjects were exposed either frequently or rarely. We suggest that jewel damselfish have to learn which species are competitors and therefore should be chased. In a standardized intrusion test with captive individuals, no significant differences were found in territorial responses towards intra- or interspecific intruders. Neither territorial aggression nor the intrusion showed any relationship with plasma androgen levels. Together, these data suggest that experience might be more important in non-seasonal territorial aggression than circulating hormonal factors.",MA139,MW,exclude,,
Microbiology is the basis of sustainable agriculture: An opinion,"Agricultural microbiology is presented as a synthetic research field responsible for knowledge transfer from general microbiology and microbial ecology to the agricultural biotechnologies. The major goal of agricultural microbiology is a comprehensive analysis of symbiotic micro-organisms (bacteria, fungi) interacting with agriculturally important plants and animals: here we have focussed on plants. In plants, interactions with micro-organisms are diverse, ranging from two-partite symbioses (e.g. legume-rhizobia N 2-fixing nodular symbioses or arbuscular mycorrhiza) to multipartite endophytic and epiphytic (root-associated, phyllosphere) communities. Two-partite symbioses provide the clearest models for addressing genetic cooperation between partners, resulting in the formation of super-organism genetic systems, which are responsible for host productivity. Analysis of these systems has now been extended considerably by using the approaches of metagenomics, which allow the dissection of taxonomic/population structures and the metabolic/ecological functions of microbial communities, which have resulted from the adaptation of free-living, soil microflora in the endosymbiotic niches. Both beneficial (nutritional, defensive, regulatory) and antagonistic (biocontrol) functions expressed by symbiotic microbes towards their hosts are the potential subjects of effective agronomic use. A fundamental knowledge of the genetics, molecular biology, ecology and evolution of symbiotic interactions could enable the development of microbe-based sustainable agriculture. This could achieve: (a) an improvement of major adaptive functions and productivity in crop plants by manipulating their microbial cohabitants; (b) partial or even full substitution of ecologically hazardous agrochemicals (mineral fertilizers, pesticides) by microbial preparations; (c) a decrease in the cost and an improvement of the quality of agricultural products.  2011 Association of Applied Biologists.",MA243,MW,include,interspecific,"Host-symbiont, review"
Individual variation in resource use by opossums leading to nested fruit consumption,"Despite recent findings on the ecological relevance of within population diet variation far less attention has been devoted to the role diet variation for ecological services. Seed dispersal is a key ecological service, affecting plant fitness and regeneration based on foraging by fruit-eating vertebrates. Here we used a network approach, widely used to understand how seed-dispersal is organized at the species level, to gain insights into the patterns that emerge at the individual-level. We studied the individual fruit consumption behavior of a South American didelphid Didelphis albiventris, during the cool-dry and warm-wet seasons. In species-species networks the heterogeneity in specialization levels generates patterns such as nestedness and asymmetry. Because generalist populations may be comprised of specialized individuals, we hypo thesized that network structural properties, such as nestedness, should also emerge at the individual level. We detected variation in fruit consumption that was not related to resource availability, ontogenetic or sexual factors or sampling biases. Such variation resulted in the structural patterns often found in species-species seed-dispersal networks: low connectance, a high degree of nestedness and the absence of modules. Moreover structure varied between the warm-wet and cool-dry seasons, presumably as a consequence of seasonal fluctuation in fruit availability. Our findings suggest individuals may differ in selectivity causing asymmetries in seed dispersal efficiency within the population. In this sense the realized dispersal would differ from the expected dispersal estimated from their average dispersal potential. Additionally the results suggest possible frequency-dependent effects on seed dispersal that might affect individual plant performance and plant community composition.",MA202,MW,include,interspecific,seed dispersal/fruit consumption
Aphid-encoded variability in susceptibility to a parasitoid,"Background: Many animals exhibit variation in resistance to specific natural enemies. Such variation may be encoded in their genomes or derived from infection with protective symbionts. The pea aphid, Acyrthosiphon pisum, for example, exhibits tremendous variation in susceptibility to a common natural enemy, the parasitic wasp Aphidius ervi. Pea aphids are often infected with the heritable bacterial symbiont, Hamiltonella defensa, which confers partial to complete resistance against this parasitoid depending on bacterial strain and associated bacteriophages. That previous studies found that pea aphids without H. defensa (or other symbionts) were generally susceptible to parasitism, together with observations of a limited encapsulation response, suggested that pea aphids largely rely on infection with H. defensa for protection against parasitoids. However, the limited number of uninfected clones previously examined, and our recent report of two symbiont-free resistant clones, led us to explicitly examine aphid-encoded variability in resistance to parasitoids. Results: After rigorous screening for known and unknown symbionts, and microsatellite genotyping to confirm clonal identity, we conducted parasitism assays using fifteen clonal pea aphid lines. We recovered significant variability in aphid-encoded resistance, with variation levels comparable to that contributed by H. defensa. Because resistance can be costly, we also measured aphid longevity and cumulative fecundity of the most and least resistant aphid lines under permissive conditions, but found no trade-offs between higher resistance and these fitness parameters. Conclusions: These results indicate that pea aphid resistance to A. ervi is more complex than previously appreciated, and that aphids employ multiple tactics to aid in their defense. While we did not detect a tradeoff, these may become apparent under stressful conditions or when resistant and susceptible aphids are in direct competition. Understanding sources and amounts of variation in resistance to natural enemies is necessary to understand the ecological and evolutionary dynamics of antagonistic interactions, such as the potential for coevolution, but also for the successful management of pest populations through biological control.  2014 Martinez et al.; licensee BioMed Central Ltd.",MA22,MW,exclude,,
"Mutualism, market effects and partner control","Intraspecific cooperation and interspecific mutualism often feature a marked asymmetry in the scope for exploitation. Cooperation may nevertheless persist despite one-sided opportunities for cheating, provided that the partner vulnerable to exploitation has sufficient control over the duration of interaction. The effectiveness of the threat of terminating an encounter, however, depends upon the ease with which both the potential victim and the potential exploiter can find replacement partners. Here, we extend a simple, game-theoretical model of this form of partner control to incorporate variation in the relative abundance of potential victims and exploiters, which leads to variation in the time required for individuals of each type to find a new partner. We show that such market effects have a dramatic influence on the stable level of exploitation (and consequent duration of interaction). As the relative abundance of victims decreases, they become less tolerant to exploitation, terminating encounters earlier (for a given level of exploitation), whereas exploiters behave in a more cooperative manner. As a result, the stable duration of interaction actually increases, despite the decreasing tolerance of the victims. Below a critical level of relative victim abundance, the model suggests that the cost of finding a replacement partner becomes so great that it does not pay to exploit at all.",MA252,MW,include,intraspecific,"cooperation/conflict, modeling"
Non-immunological defense in an evolutionary framework,"After parasite infection, invertebrates activate immune system-based defenses such as encapsulation and the signaling pathways of the innate immune system. However, hosts are often able to defend against parasites without using these mechanisms. The non-immunological defenses, such as behaviors that prevent or combat infection, symbiont-mediated defense, and fecundity compensation, are often ignored but can be important in host parasite dynamics. We review recent studies showing that heritable variation in these traits exists among individuals, and that they are costly to activate and maintain. We also discuss findings from genome annotation and expression studies to show how immune system-based and non-immunological defenses interact. Placing these studies into an evolutionary framework emphasizes their importance for future studies of host parasite coevolution.",MA259,MW,exclude,,
Trends in variances and heritabilities with stand development of tropical pines,"Phenotypic and additive genetic variances as well as narrow-sense heritability for cumulative height were determined from assessments of tropical pine (Pinus caribaea Morelet, Pinus chiapensis (Mart.) Andresen, and Pinus tecunumanii (Schw.) Eguiluz et Perry) trials established in South America and South Africa by the Central America and Mexico Coniferous Resources (CAMCORE) Cooperative. Cumulative stem height was analyzed from 1- , 3-, 5-, and 8-year data collected on open-pollinated families to determine additive genetic and phenotypic variances. Variances based on arithmetic as well as log-transformed values are presented. Phenotypic and genetic variances of log-transformed values decreased over time, probably reflecting the onset of intergenotypic competition. Absolute variances increased over time as the trials became older, but the rate of increase for phenotypic variance was greater than that for additive variance. Individual narrow- sense heritabilities changed over time but without showing any definite trend by species. It appeared that variance trends reflected the varying ontogenetic changes during the development of the stands, which could be indicated by size of the trees rather than by their age. Breeding strategies in tropical pines should consider the increasing intensity of environmental effects as a stand matures, since they cause a decline of genetic variances at a higher rate than phenotypic variances. Furthermore, it is hypothesized that a phenotypic trait at a given ontogenetic stage of the individual is under temporal control of a set of genes that changes as the temporal environmental conditions change.",MA397,MW,exclude,,
State-dependent sentinels: an experimental study in the Arabian babbler,"Natural patterns of cooperative sentinel behaviour in Arabian babblers. Turdoides squamiceps have proven consistent with state-dependent models of individually selfish anti-predator strategies. Here we demonstrate experimentally that sentinel effort within groups is determined simply hy individual state. The two highest-ranking males in eight groups were separately fed a supplement of mealworms each for one day at a time. Control days before and after each treatment confirmed that Ilo carry-over effects occurred, and that most normal sentinel activity was carried our by alpha males, then beta males and then by. the rest of the group. When supplemented. both alpha and beta males exhibited similar marked increases in sentinel activity relative to control days. Unsupplemented males and the rest of the group incompletely compensated for these increases with reductions in sentinel effort. Differences in individual bod! mass within groups reflected natural and experimental variation in sentinel effort. Alpha and beta males weighed more than other group members, and gained mass only when supplementally fed. There was no evidence either for competitive sentinel behaviour, nor for an); increased interference between malts during the supplementation treatments. These results therefore provide strong evidence in support of the state-dependent approach to cooperative sentinel behaviour.",MA352,MW,include,intraspecific,cooperation
Agrobiodiversity,"Agrobiodiversity refers to the variety and variability of living organisms that contribute to food and agriculture in the broadest sense, and that are associated with cultivating crops and rearing animals within ecological complexes. It is further expanded in some contexts to include all the organisms present in an agricultural landscape. Examples consist of crops and animal breeds, their wild relatives, and the species that interact with and support these species, for example, pollinators, symbionts, pests, parasites, predators, decomposers, and competitors. Croplands and fields as well as habitats and species outside of farming systems that affect agriculture and ecosystem functions in agricultural landscape are included. Agrobiodiversity can also refer to the extraction and utilization of products from natural ecosystems such as nonforest timber products, or livestock that pasture in grasslands. Utilization and conservation of biodiversity in agricultural landscapes is strongly influenced by socioeconomic factors at local, regional, and global scales. The concepts of agrobiodiversity are also valid for forestry and fisheries, especially in situations where human activities dominate the ecosystem processes.  2013 Elsevier Inc. All rights reserved.",MA13,MW,exclude,,
"Traps of carnivorous pitcher plants as a habitat: Composition of the fluid, biodiversity and mutualistic activities"," Background: Carnivorous pitcher plants (CPPs) use cone-shaped leaves to trap animals for nutrient supply but are not able to kill all intruders of their traps. Numerous species, ranging from bacteria to vertrebrates, survive and propagate in the otherwise deadly traps. This paper reviews the literature on phytotelmata of CPPs.  Pitcher Fluid as a Habitat: The volumes of pitchers range from 02 mL to 15 L. In Nepenthes and Cephalotus, the fluid is secreted by the trap; the other genera collect rain water. The fluid is usually acidic, rich in O2 and contains digestive enzymes. In some taxa, toxins or detergents are found, or the fluid is extremely viscous. In Heliamphora or Sarracenia, the fluid differs little from pure water.  Inquiline Diversity: Pitcher inquilines comprise bacteria, protozoa, algae, fungi, rotifers, crustaceans, arachnids, insects and amphibia. The dominant groups are protists and Dipteran larvae. The various species of CPPs host different sets of inquilines. Sarracenia purpurea hosts up to 165 species of inquilines, followed by Nepenthes ampullaria with 59 species, compared with only three species from Brocchinia reducta. Reasons for these differences include size, the life span of the pitcher as well as its fluid.  Mutualistic Activities: Inquilines closely interact with their host. Some live as parasites, but the vast majority are mutualists. Beneficial activities include secretion of enzymes, feeding on the plants prey and successive excretion of inorganic nutrients, mechanical break up of the prey, removal of excessive prey and assimilation of atmospheric N2.  Conclusions: There is strong evidence that CPPs influence their phytotelm. Two strategies can be distinguished: (1) Nepenthes and Cephalotus produce acidic, toxic or digestive fluids and host a limited diversity of inquilines. (2) Genera without efficient enzymes such as Sarracenia or Heliamphora host diverse organisms and depend to a large extent on their symbionts for prey utilization.  The Author 2010. Published by Oxford University Press on behalf of the Annals of Botany Company. All rights reserved.",MA396,MW,include,interspecific,"Host-symbiont, review"
"Hot spots, cold spots, and the geographic mosaic theory of coevolution","Species interactions commonly coevolve as complex geographic mosaics of populations shaped by differences in local selection and gene flow. We use a haploid matching-alleles model for coevolution to evaluate how a pair of species coevolves when fitness interactions are reciprocal in some locations ({''}hot spots{''}) but not in others ({''}cold spots{''}). Our analyses consider mutualistic and antagonistic interspecific interactions and a variety of gene Dow patterns between hot and cold spots. We found that hot and cold spots together with gene flow influence coevolutionary dynamics in four important ways. First, hot spots need not be ubiquitous to have a global influence on evolution, although rare hat spots wilt not have a disproportionate impact unless selection is relatively strong there. Second, asymmetries in gene flow can influence local adaptation, sometimes creating stable equilibria at which species experience minimal fitness in hot spots and maximal fitness in cold spots, or vice versa. Third, asymmetries in gene flow are no more important than asymmetries in population regulation for determining the maintenance of local polymorphisms through coevolution. Fourth, intraspecific allele frequency differences among hot and cold spot populations evolve under some, but not all, conditions. That is, selection mosaics are indeed capable of producing spatially variable coevolutionary outcomes across the landscapes over which species interact. Altogether, our analyses indicate that coevolutionary trajectories can be strongly shaped by the geographic distribution of coevolutionary hot and cold spots, and by the pattern of gene flow among populations.",MA186,MW,exclude,,
Reproductive control via eviction (but not the threat of eviction) in banded mongooses,"Considerable research has focused on understanding variation in reproductive skew in cooperative animal societies, but the pace of theoretical development has far outstripped empirical testing of the models. One major class of model suggests that dominant individuals can use the threat of eviction to deter subordinate reproduction (the `restraint' model), but this idea remains untested. Here, we use long-term behavioural and genetic data to test the assumptions of the restraint model in banded mongooses (Mungos mungo), a species in which subordinates breed regularly and evictions are common. We found that dominant females suffer reproductive costs when subordinates breed, and respond to these costs by evicting breeding subordinates from the group en masse, in agreement with the assumptions of the model. We found no evidence, however, that subordinate females exercise reproductive restraint to avoid being evicted in the first place. This means that the pattern of reproduction is not the result of a reproductive `transaction' to avert the threat of eviction. We present a simple game theoretical analysis that suggests that eviction threats may often be ineffective to induce pre-emptive restraint among multiple subordinates and predicts that threats of eviction (or departure) will be much more effective in dyadic relationships and linear hierarchies. Transactional models may be more applicable to these systems. Greater focus on testing the assumptions rather than predictions of skew models can lead to a better understanding of how animals control each other's reproduction, and the extent to which behaviour is shaped by overt acts versus hidden threats.",MA305,MW,exclude,,
Leaf domatia and mites on Australasian plants: ecological and evolutionary implications,"Leaf domatia, specialized chambers in the vein axils on the underside of leaves of many plant species, have remained an enigma for over a century. In this study we show a strong association between foliar domatia and mites in 37 plant species in Australasia. Overall, mites accounted for 91% of the arthropods observed in domatia. Across all species, a median of 51% of domatia were occupied and 71% of leaves showed mite evidence in domatia. The level of mite association did not depend on domatia type (pit, pouch, pocket, or tuft) or provenance (Papua New Guinea, Queensland, Victoria, or New Zealand). Mite association with domatia commonly varied between plant species, between individuals within species, and between shoots within individuals. The leaf developmental stage probably explains much of the variation in association for many of these species. The presence of a variety of life history stages of mites within domatia indicates that these structures act as shelters for development and reproduction. Furthermore, in 12 of 13 plant species examined, domatia concentrate mites in particular locations on the leaf. Mite taxa that we classify as largely predaceous (e.g. phytoseiids, stigmaeids and tydeids) or fungivorous (e.g. acarids and oribatids) were most common in domatia and dominated the association in 21 of 24 plant species in which the relative abundance of herbivorous, fungivorous and predaceous groups was quantified. We evaluate hypotheses that explain the role of leaf domatia, including nonfunctional hypotheses (e.g. architectural constraints), physiological function (e.g. gas exchange and water uptake), bacterial symbiosis and antagonistic and mutualistic associations with mites. Our quantitative results confirm anecdotal accounts of mite association with leaf domatia and are most consistent with Lundstrem's centuryold hypothesis of plantmite mutualism in which leaf domatia billet predaceous and fungivorous mites that prey on plant enemies. Leaf domatia are widespread among woody angiosperms and abundant in many temperate and tropical regions of Australasia. Mites, an ancient group of arthropods whose diversity and abundance parallels that of insects, are likely to be important selective agents on terrestrial plants. Our results (1) indicate that mitedomatia association represents a relationship of comparable scope to plantant associations mediated by specialized plant structures such as extrafloral nectaries, food bodies and specialized domatia; (2) suggest that sociality is not a necessary prerequisite for widespread and diverse mutualisms between arthropods and plants; and, (3) extend the diversity of organisms that produce specialized mite houses from lizards, and wasps and bees to woody angiosperms. 1989 The Linnean Society",MA230,MW,exclude,,
