"label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates"
"X.ISI.000305688600005","The fundamental role of competition in the ecology and evolution of mutualisms","Jones, Emily I. and Bronstein, Judith L. and Ferriere, Regis",NA,"0077-8923","1256",NA,"66-88","2012","10.1111/j.1749-6632.2011.06552.x","Mutualisms are interspecific interactions that yield reciprocal benefits. Here, by adopting a consumer-resource perspective, we show how considering competition is necessary in order to understand the evolutionary and ecological dynamics of mutualism. We first review the ways in which competition shapes the ecology of mutualisms, using a graphical framework based on resource flows rather than net effects to highlight the opportunities for competition. We then describe the known mechanisms of competition and show how it is a critical driver of the evolutionary dynamics, persistence, and diversification of mutualism. We argue that empirical and theoretical research on the ecology and evolution of mutualisms will jointly progress by addressing four key points: (i) the existence and shape of physiological trade-offs among cooperation, competition, and other life-history and functional traits; (ii) the capacity for individuals to express conditional responses to variation in their mutualistic and competitive environment; (iii) the existence of heritable variation for mutualistic and competitive traits and their potentially conditional expression; and (iv) the structure of the network of consumer-resource interactions in which individuals are embedded.",2
"X.ISI.000296387700006","Independent effects of arbuscular mycorrhiza and earthworms on plant diversity and newcomer plant establishment","Wurst, Susanne and Gebhardt, Kristin and Rillig, Matthias C.","JOURNAL OF VEGETATION SCIENCE","1100-9233","22","6","1021-1030","2011","10.1111/j.1654-1103.2011.01321.x","Questions: How do arbuscular mycorrhiza and earthworms affect the structure and diversity of a ruderal plant community? Is the establishment success of newcomer plants enhanced by these soil organisms and their interactions? Methods: We grew a native ruderal plant community composed of different functional groups (grasses, legumes and forbs) in the presence and absence of arbuscular mycorrhizal fungi (AMF) and endogeic earthworms in mesocosms. We introduced seeds of five, mainly exotic, plant species from the same functional groups after a disturbance simulating mowing. The effects of the soil organisms on the native ruderal plant community and seedling establishment of the newcomer plants were assessed. Results: After disturbance, the total above-ground regrowth of the native plant community was not affected by the soil organisms. However, AMF increased plant diversity and shoot biomass of forbs, but decreased shoot biomass of grasses of the native plant community. Earthworms led to a reduction in total root biomass. Establishment of the introduced newcomer plants increased in the presence of AMF and earthworms. Especially, seedling establishment of the introduced non-native legume Lupinus polyphyllus and the native forb Plantago lanceolata was promoted in the presence of AMF and earthworms, respectively. The endogeic earthworms gained more weight in the presence of AMF and led to increased extraradical AMF hyphal length in soil. However, earthworms did not seem to modify the effect of AMF on the plant community. Conclusion: The present study shows the importance of mutualistic soil organisms in mediating the establishment success of newcomer plants in a native plant community. Mutualistic soil organisms lead to changes in the structure and diversity of the native plant community and might promote newcomer plants, including exotic species.",2
"X.ISI.000298218400010","The nature and taxonomic composition of coral symbiomes as drivers of performance limits in scleractinian corals","Gates, Ruth D. and Ainsworth, Tracy D.","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","0022-0981","408","1-2, SI","94-101","2011","10.1016/j.jembe.2011.07.029","All plants and animals host complex communities of taxonomically diverse microbial assemblages (viruses, Archaea, Bacteria, micro-eukaryotes) that contribute to the functional attributes of the host organism. Scleractinian corals represent particularly provocative subjects for study in this context because they are morphologically complex and associate with a broad diversity of macro invertebrates and vertebrates as well as microorganisms. Representatives of all these taxonomic groupings have been shown to contribute to the function of corals through direct or indirect provisioning and cycling of nutrients, waste removal, defense, and stress tolerance, traits that influence the fitness and environmental thresholds of individual coral colonies. How the taxonomic composition, functional limits and interactive nature of members of these communities vary among and within host species, and scale up to influence community level processes that drive ecosystem structure and function through time and space is unknown; these communities are, however, taxonomically variable among individual corals. Here we draw on the published literature to discuss the ecological and functional significance of the broad and variable taxonomic symbioses found closely associated with corals. Using a comparative approach, we hypothesize that the intra-specific and inter-specific variations in response of corals to environmental disturbance is linked to differences in the specificity, nature and composition of these symbiotic assemblages and reflect variation in the architectural complexity (micro and macro) and capacity of corals to provision habitat. We describe individual coral colonies as symbiomes, unique micro-ecosystems bounded by the physical limits of the coral colony whose performance limits reflect the taxonomic range of the associates (micro and macro) found within the colony. We explicitly recognize the fact that corals represent complex ecological communities composed of organisms that have the potential to compete, as well as interact with one another and the host as commensals, mutualists and parasites, states that likely to be dynamic with nature, context and environment. (C) 2011 Elsevier B.V. All rights reserved.",2
"X.ISI.000298174700001","The evolution of cooperative turn-taking in animal conflict","Franz, Mathias and van der Post, Daniel and Schuelke, Oliver and Ostner, Julia","BMC EVOLUTIONARY BIOLOGY","1471-2148","11",NA,NA,"2011","10.1186/1471-2148-11-323","Background: A fundamental assumption in animal socio-ecology is that animals compete over limited resources. This view has been challenged by the finding that individuals might cooperatively partition resources by `` taking turns{''}. Turn-taking occurs when two individuals coordinate their agonistic behaviour in a way that leads to an alternating pattern in who obtains a resource without engaging in costly fights. Cooperative turn-taking has been largely ignored in models of animal conflict and socio-ecological models that explain the evolution of social behaviours based only on contest and scramble competition. Currently it is unclear whether turn-taking should be included in socio-ecological models because the evolution of turn-taking is not well understood. In particular, it is unknown whether turn-taking can evolve when fighting costs and assessment of fighting abilities are not fixed but emerge from evolved within-fight behaviour. We address this problem with an evolutionary agent-based model. Results: We found that turn-taking evolves for small resource values, alongside a contest strategy that leads to stable dominance relationships. Turn-taking leads to egalitarian societies with unclear dominance relationships and non-linear dominance hierarchies. Evolutionary stability of turn-taking emerged despite strength differences among individuals and the possibility to evolve within-fight behaviour that allows good assessment of fighting abilities. Evolutionary stability emerged from frequency-dependent effects on fitness, which are modulated by feedbacks between the evolution of within-fight behaviour and the evolution of higher-level conflict strategies. Conclusions: Our results reveal the impact of feedbacks between the evolution of within-fight behaviour and the evolution of higher-level conflict strategies, such as turn-taking. Similar feedbacks might be important for the evolution of other conflict strategies such as winner-loser effects or coalitions. However, we are not aware of any study that investigated such feedbacks. Furthermore, our model suggests that turn-taking could be used by animals to partition low value resources, but to our knowledge this has never been tested. The existence of turntaking might have been overlooked because it leads to societies with similar characteristics that have been expected to emerge from scramble competition. Analyses of temporal interaction patterns could be used to test whether turn-taking occurs in animals.",2
"X.ISI.000295521600026","POLYANDRY REDUCES SPERM LENGTH VARIATION IN SOCIAL INSECTS","Fitzpatrick, John L. and Baer, Boris","EVOLUTION","0014-3820","65","10","3006-3012","2011","10.1111/j.1558-5646.2011.01343.x","Postcopulatory sexual selection, either in the form of sperm competition or cryptic female choice, is an important selective force that is thought to have generated the enormous variation in sperm morphology observed interspecifically. However, the evolutionary significance of intraspecific variation in sperm morphology, and the role that postcopulatory sexual selection plays in influencing this variation, remains poorly investigated in invertebrates. Here, we tested the hypothesis that postcopulatory sexual selection reduces variation in sperm morphology, both between and within males, in 27 species of eusocial ants and bees. These eusocial species offer an unusual opportunity to assess how selection acts on variance in sperm morphology, as haploid males produce clonal, haploid sperm that does not experience haploid-diploid conflict. We provide solid evidence that males of polyandrous ant and bee species indeed produce less-variable sperm, indicating that sperm competition selected for sperm of superior quality. Our results offer a mechanistic explanation for the evolution of high-quality sperm and provide comprehensive evidence that sperm morphology of social insects is influenced by sexual selection.",2
"X.ISI.000295426600002","The social network structure of a wild meerkat population: 3. Position of individuals within networks","Madden, J. R. and Drewe, J. A. and Pearce, G. P. and Clutton-Brock, T. H.","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443","65","10","1857-1871","2011","10.1007/s00265-011-1194-2","Individuals in social groups interact with numerous other group members in a polyadic network. Interactions can depend on the individual's own attributes (age, sex, status etc.), on their partner's attributes, and the group's network of social interactions. Previous studies tend to look at a subset of dyadic interactions, focusing on particular classes of individuals. We used social network analysis to explore how an individual wild meerkat's (Suricata suricatta) attributes related to their positions in three different interaction networks (grooming, dominance interactions, and foraging competitions) across eight groups. We asked whether individuals within groups associated assortatively and whether individuals with similar attributes occupied similar network positions. Differences in an individual's attributes did not consistently influence association patterns across different interaction network types. However, within network types, some attributes were especially influential across all groups. Grooming networks revealed negative assortativity by age and mass. Dominance networks revealed dominant subordinate associations and high assortativity between males. Dominant individuals exhibited higher levels of dominance interactions and were aggressive to more different individuals than subordinates. Heavier individuals received higher levels of dominance interactions. Foraging competition networks revealed that younger and lighter individuals received higher overall levels of competitions and from more group members. Our observations were similar to focused studies on dyadic interactions but also revealed subtle differences. Future descriptions of social interactions should account for networks of social interactions occurring within a group and should be cautious about treating individuals with similar attributes as functionally similar with respect to their position within a social network.",2
"X.ISI.000294224400014","No evidence for host specialization or host-race formation in the European bitterling (Rhodeus amarus), a fish that parasitizes freshwater mussels","Reichard, M. and Bryja, J. and Polacik, M. and Smith, C.","MOLECULAR ECOLOGY","0962-1083","20","17","3631-3643","2011","10.1111/j.1365-294X.2011.05198.x","Coevolutionary relationships between parasites and hosts can elevate the rate of evolutionary changes owing to reciprocal adaptations between coevolving partners. Such relationships can result in the evolution of host specificity. Recent methodological advances have permitted the recognition of cryptic lineages, with important consequences for our understanding of biological diversity. We used the European bitterling (Rhodeus amarus), a freshwater fish that parasitizes unionid mussels, to investigate host specialization across regions of recent and ancient sympatry between coevolving partners. We combined genetic data (12 microsatellite and 2 mitochondrial markers) from five populations with experimental data for possible mechanisms of host species recognition (imprinting and conditioning). We found no strong evidence for the existence of cryptic lineages in R. amarus, though a small proportion of variation among individuals in an area of recent bitterling-mussel association was statistically significant in explaining host specificity. No other measures supported the existence of host-specific lineages. Behavioural data revealed a weak effect of conditioning that biased behavioural preferences towards specific host species. Host imprinting had no effect on oviposition behaviour. Overall, we established that populations of R. amarus show limited potential for specialization, manifested as weak effects of host conditioning and genetic within-population structure. Rhodeus amarus is the only species of mussel-parasitizing fish in Europe, which contrasts with the species-rich communities of bitterling in eastern Asia where several host-specific bitterling occur. We discuss costs and constraints on the evolution of host-specific lineages in our study system and more generally.",2
"X.ISI.000293884700021","Aggressive responses to playback of solos and duets in a Neotropical antbird","Koloff, Julianne and Mennill, Daniel","ANIMAL BEHAVIOUR","0003-3472","82","3","587-593","2011","10.1016/j.anbehav.2011.06.021","Duetting behaviour is a unique form of animal communication that occurs in many diverse taxa in the animal kingdom. Hypotheses for the function of duets can be grouped into two broad categories to explain why individuals coordinate with their partner's songs to create duets: (1) duets are cooperative displays where pair members have a shared goal, such as joint resource defence, and (2) duets are conflicting displays where pair members have different goals, such as guarding against divorce or extrapair copulations. To distinguish between cooperative versus conflicting functions of vocal duets, we conducted a playback experiment to 40 breeding pairs of barred antshrikes, Thamnophilus doliatus. We broadcast five playback treatments to territorial pairs of birds: solos of males and females, duets created by males responding to female songs and by females responding to male songs, and a heterospecific control. We categorized subjects' behaviour in terms of vocal and physical responses. Male vocal and physical responses were significantly higher towards conspecific stimuli than towards heterospecific stimuli. Males tended to show more vocal responsiveness towards duet stimuli, although this tendency was not significant. We observed a similar pattern for female vocal responses. However, for physical responses, females showed significantly more intense responses towards female solo stimuli than towards any other conspecific treatment, suggesting that female antshrikes perceive rival females as an especially intense threat. Our results provide some support for a joint resource defence function for duetting in this species, while the high intrasexual aggression observed between females may indicate a form of mate guarding. (C) 2011 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2
"X.ISI.000292960400021","Favouritism or intrabrood competition? Access to food and the benefits of philopatry for red-cockaded woodpeckers","Ragheb, Erin L. Hewett and Walters, Jeffrey R.","ANIMAL BEHAVIOUR","0003-3472","82","2","329-338","2011","10.1016/j.anbehav.2011.05.007","In species showing delayed natal dispersal, broodmates vary in natal dispersal timing and strategy, where some choose to disperse early while others delay. In the cooperatively breeding red-cockaded woodpecker, Picoides borealis, typically only one juvenile male per brood delays dispersal despite the lifetime fitness benefits associated with delayed dispersal. We sought to determine whether adult favouritism or intrabrood competition over the distribution of natal food resources provides a mechanism for the persistence of individual variation in natal dispersal strategies. We show that fledgling red-cockaded woodpeckers form male-biased, linear dominance hierarchies as a result of frequent aggressive conflicts. For males, high nestling condition relative to male broodmates was a strong predictor of future dominance, and this condition-rank relationship persisted after individuals reached nutritional independence. Adults were never observed interfering with broodmate conflicts, and were only rarely aggressive towards fledglings. Adults showed no overt favouritism towards offspring when targeting individual fledglings during provisioning early in the postfledging period. However, conflict rates increased with decreasing targeted-feeding rates, suggesting that access to resources is an important function of dominance hierarchies. After fledglings were developmentally able to compete for positions near foraging adults, first-and second-ranking males were fed more often than subordinate females. Of the juvenile males surviving to spring, subordinates were more likely to disperse during their first year than were their dominant broodmates. Together, our findings suggest that for young red-cockaded woodpeckers, intrabrood social rank provides a mechanism for prioritized access to natal resources and variation in natal dispersal strategy. (C) 2011 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2
"X.ISI.000291371100008","Bet hedging based cooperation can limit kin selection and form a basis for mutualism","Uitdehaag, Joost C. M.","JOURNAL OF THEORETICAL BIOLOGY","0022-5193","280","1","76-87","2011","10.1016/j.jtbi.2011.04.002","Mutualism is a mechanism of cooperation in which partners that differ help each other. As such, mutualism opposes mechanisms of kin selection and tag-based selection (for example the green beard mechanism), which are based on giving exclusive help to partners that are related or carry the same tag. In contrast to kin selection, which is a basis for parochialism and intergroup warfare, mutualism can therefore be regarded as a mechanism that drives peaceful coexistence between different groups and individuals. Here the competition between mutualism and kin (tag) selection is studied. In a model where kin selection and tag-based selection are dominant, mutualism is promoted by introducing environmental fluctuations. These fluctuations cause reduction in reproductive success by the mechanism of variance discount. The best strategy to counter variance discount is to share with agents who experience the most anticorrelated fluctuations, a strategy called bet hedging. In this way, bet hedging stimulates cooperation with the most unrelated partners, which is a basis for mutualism. Analytic results and simulations reveal that, if this effect is large enough, mutualistic strategies can dominate kin selective strategies. In addition, mutants of these mutualistic strategies that experience fluctuations that are more anticorrelated to their partner, can outcompete wild type, which can lead to the evolution of specialization. In this way, the evolutionary success of mutualistic strategies can be explained by bet hedging-based cooperation. (C) 2011 Elsevier Ltd. All rights reserved.",2
"X.ISI.000293977400007","Benefiting friends or dominants: prosocial choices mainly depend on rank position in long-tailed macaques (Macaca fascicularis)","Massen, Jorg J. M. and Luyten, Inge J. A. F. and Spruijt, Berry M. and Sterck, Elisabeth H. M.","PRIMATES","0032-8332","52","3","237-247","2011","10.1007/s10329-011-0244-8","Long-term observational studies in a number of animal species suggest that exchange patterns of social acts depend on long-term emotional bonds. Therefore, it is expected that the frequency of prosocial behavior will depend on the strength of such a bond. In this study we tested whether variation in relationship quality among unrelated individuals, i.e., ``friends{''} and ``nonfriends,{''} is predictive of the prosocial behavior of long-tailed macaques in two experiments. First, we related relationship quality to prosociality in a dyadic prosociality test, and second, we gave subjects the choice to give to either a friend or a nonfriend in a triadic choice test. We show that prosocial behavior of long-tailed macaques in the dyadic test is not related to relationship quality. When given the choice to give to either a friend or a nonfriend in the triadic test, there is a minor indication that long-tailed macaques show a preference to give to their friends, yet this indication is neither significant nor consistent. In contrast, subordinate long-tailed macaques make a more ``competitive{''} choice and avoid giving to the individual closest in rank. Therefore, in the short-term situation of experimental tests, prosocial behavior of long-tailed macaques seems unaffected by the relationship quality of the dyad/triad tested, and the relative dominance position of these dyads/triads seems to have a much stronger effect on their prosocial behavior.",2
"X.ISI.000291309500019","The nested assembly of individual-resource networks","Pires, M. M. and Guimaraes, Jr., P. R. and Araujo, M. S. and Giaretta, A. A. and Costa, J. C. L. and dos Reis, S. F.","JOURNAL OF ANIMAL ECOLOGY","0021-8790","80","4","896-903","2011","10.1111/j.1365-2656.2011.01818.x","P>1. Much of the current understanding of ecological systems is based on theory that does not explicitly take into account individual variation within natural populations. However, individuals may show substantial variation in resource use. This variation in turn may be translated into topological properties of networks that depict interactions among individuals and the food resources they consume (individual-resource networks). 2. Different models derived from optimal diet theory (ODT) predict highly distinct patterns of trophic interactions at the individual level that should translate into distinct network topologies. As a consequence, individual-resource networks can be useful tools in revealing the incidence of different patterns of resource use by individuals and suggesting their mechanistic basis. 3. In the present study, using data from several dietary studies, we assembled individual-resource networks of 10 vertebrate species, previously reported to show interindividual diet variation, and used a network-based approach to investigate their structure. 4. We found significant nestedness, but no modularity, in all empirical networks, indicating that (i) these populations are composed of both opportunistic and selective individuals and (ii) the diets of the latter are ordered as predictable subsets of the diets of the more opportunistic individuals. 5. Nested patterns are a common feature of species networks, and our results extend its generality to trophic interactions at the individual level. This pattern is consistent with a recently proposed ODT model, in which individuals show similar rank preferences but differ in their acceptance rate for alternative resources. Our findings therefore suggest a common mechanism underlying interindividual variation in resource use in disparate taxa.",2
"X.ISI.000290370800007","Non-immunological defense in an evolutionary framework","Parker, Benjamin J. and Barribeau, Seth M. and Laughton, Alice M. and de Roode, Jacobus C. and Gerardo, Nicole M.","TRENDS IN ECOLOGY \& EVOLUTION","0169-5347","26","5","242-248","2011","10.1016/j.tree.2011.02.005","After parasite infection, invertebrates activate immune system-based defenses such as encapsulation and the signaling pathways of the innate immune system. However, hosts are often able to defend against parasites without using these mechanisms. The non-immunological defenses, such as behaviors that prevent or combat infection, symbiont-mediated defense, and fecundity compensation, are often ignored but can be important in host parasite dynamics. We review recent studies showing that heritable variation in these traits exists among individuals, and that they are costly to activate and maintain. We also discuss findings from genome annotation and expression studies to show how immune system-based and non-immunological defenses interact. Placing these studies into an evolutionary framework emphasizes their importance for future studies of host parasite coevolution.",2
"X.ISI.000208810500001","Natural and human economies compared","Vermeij, Geerat J. and Leigh, Jr., Egbert G.","ECOSPHERE","2150-8925","2","4",NA,"2011","10.1890/ES11-00004.1","Human economies and natural ecosystems (natural economies) share fundamental properties. Both are adaptive, cooperative systems where agents-individuals and groups-compete for locally limiting resources needed to live and reproduce. Successful competitors differentially propagate better knowledge and technology for making a living. Competition has favored innovations, diversification (of species or human occupations), higher productivity, greater interdependence among economic agents, and the emergence of more powerful, interactive individuals and groups, so productivity, diversity, and scales of activity have tended to increase over time. Because economic innovations accumulate, these trends have accelerated over time in both natural and human economies. The shift from mainly genetic origin and transmission of adaptation in natural economies to mainly cultural adaptation among human beings has accelerated these trends dramatically, and made the modern human economy extraordinarily dependent on nonrenewable resources and much more vulnerable to monopolies and tragedies of the commons, internally generated threats less common or less destructive in natural economies. In nature, these internal disruptions are overcome by the advent of new agents, often not involved in causing these disruptions, that compete in new ways. We argue that a comparable shift in societal norms, which govern individual and group status in human society, is needed to keep monopolies and tragedies of the commons from harming both the human economy and the ecosystems on which we depend.",2
"X.ISI.000288164800001","A General Scheme to Predict Partner Control Mechanisms in Pairwise Cooperative Interactions Between Unrelated Individuals","Bshary, Redouan and Bronstein, Judith L.","ETHOLOGY","0179-1613","117","4","271-283","2011","10.1111/j.1439-0310.2011.01882.x","Recent years have seen an explosion in the diversity of partner control mechanisms hypothesised to stabilise cooperative behaviour among unrelated individuals. Game theory suggests numerous strategies, each with specific decision rules that allow cooperators to control a non-contributing partner. This diversity of hypothetical strategies seems likely to reflect diversity in the types of intraspecific cooperation and interspecific mutualism that exist in nature. It is therefore important to provide a framework that explains similarities and differences between the various hypothetical strategies and that predicts how key parameters that describe the natural history of natural systems favour different control mechanisms. We develop a novel unifying framework for pairwise interactions between unrelated individuals, in which we link specific control mechanisms to specific game structures. The latter are defined by unique combinations of the states of five parameters that describe investment, aspects of the payoff matrix, the number of interactions and partner choice. We find that specific control mechanisms potentially have utility in a limited number of game structures; conversely, each game structure may typically offer a few competing control mechanisms. Our framework offers theoreticians specific problems that await mathematical exploration, while at the same time offering empiricists guidelines for evaluating the game structure and corresponding control mechanisms in their systems.",2
"X.ISI.000287302400010","Evolution of culture-dependent discriminate sociality: a gene-culture coevolutionary model","Ihara, Yasuo","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8436","366","1566","889-900","2011","10.1098/rstb.2010.0247","Animals behave cooperatively towards certain conspecifics while being indifferent or even hostile to others. The distinction is made primarily according to kinship as predicted by the kin selection theory. With regards to humans, however, this is not always the case; in particular, humans sometimes exhibit a discriminate sociality on the basis of culturally transmitted traits, such as personal ornaments, languages, rituals, etc. This paper explores the possibility that the human faculty of cultural transmission and resultant cultural variation among individuals may have facilitated the evolution of discriminate sociality in humans. To this end, a gene-culture coevolutionary model is developed focusing on competition over control of resource as a context in which discriminate sociality may have evolved. Specifically, two types of culture-dependent discriminate sociality are considered: ingroup favouritism, with ingroup and outgroup being distinguished by the presence or absence of a cultural trait; and prestige hierarchies, with the prestige being conferred on the bearer of a cultural trait. The model specifies the conditions under which emergence and evolutionary stability of the two types of discriminate sociality are promoted by the presence of cultural variation among individuals.",2
"X.ISI.000288027900004","Intra- and Intersexual Conflicts and Cooperation in the Evolution of Mating Strategies: Lessons Learnt From Ungulates","Bro-Jorgensen, Jakob","EVOLUTIONARY BIOLOGY","0071-3260","38","1","28-41","2011","10.1007/s11692-010-9105-4","The traditional narrow focus on male mate competition in studies of mammalian mating strategies has been successful in explaining many conspicuous outcomes of sexual selection. However, focusing on ungulates, I here review increasing evidence that a comprehensive understanding of sexually selected adaptations requires consideration of a broader range of sex roles, particularly those relating to female behaviour. I show how mate competition and mate choice in both sexes can interact and often lead to intra- and intersexual conflicts and sometimes also cooperation. By causing phenotypic selection, these behavioural interactions can shape evolution although the outcome depends on genetic constraints. I conclude that to advance the understanding of mammalian mating systems we must broaden our conceptual framework from being largely focused on male competitive strategies to encompass coevolutionary dynamics between the mating strategies of both sexes. Future challenges include clarifying (1) the ecological basis for the inter- and intraspecific diversity in sex roles, (2) the condition-dependence of female mating strategies, and (3) the ultimate causes of mate competition and promiscuity in females.",2
"X.ISI.000286473400011","Evolution of intra-ejaculate sperm interactions: do sperm cooperate?","Higginson, Dawn M. and Pitnick, Scott","BIOLOGICAL REVIEWS","1464-7931","86","1","249-270","2011","10.1111/j.1469-185X.2010.00147.x","Sperm are often considered to be individuals, in part because of their unique genetic identities produced as a result of synapsis during meiosis, and in part due to their unique ecology, being ejected away from the soma to continue their existence in a foreign environment. Selection at the level of individual sperm has been suggested to explain the evolution of two enigmatic sperm phenotypes: sperm heteromorphism, where more than one type of sperm is produced by a male, and sperm conjugation, where multiple sperm join together for motility and transport through the female reproductive tract before dissociation prior to fertilization. In sperm heteromorphic species, only one of the sperm morphs typically participates in fertilization, with the non-fertilizing ``parasperm{''} being interpreted as reproductive altruists. Likewise, in species with sperm conjugation, high levels of sperm mortality have been suggested to be required for conjugate break-up and this has been considered evidence of kin-selected altruism. However, it is unclear if sperm possess the heritable variation in fitness (i.e. are individuals) required for the evolution of cooperation. We investigate the question of sperm individuality by focusing on how sperm morphology is determined and how sperm conjugates are formed. Concentrating on sperm conjugation, we discuss functional hypotheses for the evolutionary maintenance of this remarkable trait. Additionally, we speculate on the potential origins of sperm heteromorphism and conjugation, and explore the diversification and losses of these traits once they have arisen in a lineage. We find current evidence insufficient to support the concept of sperm control over their form or function. Thus, without additional evidence of haploid selection (i.e. sperm phenotypes that reflect their haploid genome and result in heritable differences in fitness), sperm heteromorphism and conjugation should be interpreted not as cooperation but rather as traits selected at the level of the male, much like other ejaculatory traits such as accessory gland proteins and ejaculate size.",2
"X.ISI.000286224900019","Intraspecific variation in allelochemistry determines an invasive species' impact on soil microbial communities","Lankau, Richard A.","OECOLOGIA","0029-8549","165","2","453-463","2011","10.1007/s00442-010-1736-8","Invasive species can benefit from altered species interactions in their new range, and by interfering with species interactions among native competitors. Since exotic invasions are generally studied at the species level, relatively little is known about intraspecific variation in the traits that determine an invader's effect on native species. Alliaria petiolata is a widespread and aggressive invader of forest understories that succeeds in part by interfering with mutualistic interactions between native plants and soil fungi. Here, I show that the impact of A. petiolata on soil microbial communities varied among individuals due to variation in their allelochemical concentrations. The differential impacts translated into varied effects on native tree growth, partly because A. petiolata's allelochemicals preferentially affected the most mutualistic fungal taxa. These results highlight the importance of considering the spatial and temporal variation in an invasive species' impacts for understanding and managing the invasion process.",2
"X.ISI.000298627000005","Coalitions destabilize dyadic dominance relationships in male Barbary macaques (Macaca sylvanus)","Berghaenel, Andreas and Ostner, Julia and Schuelke, Oliver","BEHAVIOUR","0005-7959","148","11-13","1257-1275","2011","10.1163/000579511X600628","Dyadic agonistic dominance relationships are thought to result from asymmetries in both intrinsic and extrinsic power. One form of extrinsic power is the ability to solicit agonistic support from other individuals. In extreme cases extrinsic power differences may override intrinsic power differences so that physically inferior individuals attain rank positions above stronger competitors. In other cases superior extrinsic power in physically inferior individuals may destabilize the otherwise clear dominance relationships. We tested this prediction with observational data on adult males in one of three free-ranging groups of Barbary macaques at Affenberg Salem, Germany. All prime males that were subjects of this study were at least 5-8 years (average 10 years) younger than the old post-prime males that were all subordinate to them. Assuming large age differences to reflect large intrinsic/physical power differences, interactions between these prime and the old males allowed investigation of the separate effects of intrinsic and extrinsic power asymmetries on dominance relationships. We estimated relationship instability using four different estimates (counter aggression, conflicts initiated by aggression from the subordinate, spontaneous submissions by dominants, and decided conflicts won by the subordinate). Relationship instability did not decrease with increasing asymmetry in intrinsic power. Instead, all four measures of relationship instability were positively related to the number of times the dominant in a dyad was target of destabilizing coalitions. Destabilizing coalitions targeted dominant males in old male-prime male dyads more often than in old male-old male dyads. Consequently, old males had less stable relationships with the much stronger prime males than with each other. We conclude that extrinsic power asymmetries predicted the instability of dyadic dominance relationships and may systematically override intrinsic power asymmetries.",2
"X.ISI.000287599900001","Do seed-dispersing birds exert selection on optimal plant trait combinations? Correlated phenotypic selection on the fruit and seed size of hawthorn (Crataegus monogyna)","Sobral, Mar and Larrinaga, Asier R. and Guitian, Jose","EVOLUTIONARY ECOLOGY","0269-7653","24","6, SI","1277-1290","2010","10.1007/s10682-010-9380-7","Seed-dispersing birds can be expected to optimize their energy intake through fruit selection and hence exert a positive selection on fruit pulp content, that is to say, favoring big fruits with small seeds. On the other hand they may select both, average fruit size and its variation. We addressed this issue by analyzing the phenotypic selection exerted by the dispersers of Crataegus monogyna on the fruit and seed size of this species. Fruit and seed size were analyzed at two ontogenic plant stages: the initial size of seeds (and their fruits) as future individuals and the mean size of fruits and seeds produced by adult plants. Fruit diameter and its within-individual variation are the actual targets of selection for maternal fruit traits, negatively affecting relative fitness, although total selection acts only on mean fruit size. For individual seeds, size selection is positive and directed at fruit diameter and seed length, while the remaining traits are subject to indirect selection. Birds exerted a correlational selection favoring big fruits with small seeds. Nevertheless the evolutionary consequences of this selection are expected to be limited by several factors. For example, the positive correlation between fruit and seed sizes, the existence of counteracting selective pressures exerted by other mutualistic or antagonist interactions and temporal or spatial changes in the environmental conditions that may alter the selective forces and even the optimum phenotype in each situation.",2
"X.ISI.000283103900007","Cheats as first propagules: A new hypothesis for the evolution of individuality during the transition from single cells to multicellularity","Rainey, Paul B. and Kerr, Benjamin","BIOESSAYS","0265-9247","32","10","872-880","2010","10.1002/bies.201000039","The emergence of individuality during the evolutionary transition from single cells to multicellularity poses a range of problems. A key issue is how variation in lower-level individuals generates a corporate (collective) entity with Darwinian characteristics. Of central importance to this process is the evolution of a means of collective reproduction, however, the evolution of a means of collective reproduction is not a trivial issue, requiring careful consideration of mechanistic details. Calling upon observations from experiments, we draw attention to proto-life cycles that emerge via unconventional routes and that transition, in single steps, individuality to higher levels. One such life cycle arises from conflicts among levels of selection and invokes cheats as a primitive germ line: it lays the foundation for collective reproduction, the basis of a self-policing system, the selective environment for the emergence of development, and hints at a plausible origin for a soma/germ line distinction.",2
