"","abstract.id","title.x","abstract.x","screener.id.x","decision.x","scale.x","topic.x","notes.x","title.y","abstract.y","screener.id.y","decision.y","scale.y","topic.y","notes.y"
"166","MA248","Molecular evidence for multiple infections of a new subgroup of Wolbachia in the European raspberry beetle Byturus tomentosus","Wolbachia, a group of maternally inherited intracellular parasitic bacteria, alter host reproduction, including the induction of thelytokous parthenogenesis, feminization of genetic males, son killing and, most commonly, the induction of cytoplasmic incompatibility (CI), in a diverse array of arthropods. CI can result in infertility and has attracted attention because of its potential in biological control and as an agent in speciation. Although there has been some analysis of overall infection rates in arthropods and within individual insect orders, there has been little exploration of within-species variation. In this study, primers specific for the ftsZ gene of Wolbachia were used to amplify it from different geographical samples of the European raspberry beetle (Byturus tomentosus), confirming the presence of Wolbachia. More than 99% of UK individuals were found to be infected with Wolbachia and 97% of these B. tomentosus beetles harboured multiple infections. Preliminary analysis of B. tomentosus beetles from continental European populations revealed a lower level of infection (24%) than those from the UK. Phylogenetic analysis using the ftsZ DNA sequences places Wolbachia from B. tomentosus into a new clade (Abt) within the A division, with some revisions to the existing Wolbachia phylogeny.","CM","exclude","","",NA,"Molecular evidence for multiple infections of a new subgroup of Wolbachia in the European raspberry beetle Byturus tomentosus","Wolbachia, a group of maternally inherited intracellular parasitic bacteria, alter host reproduction, including the induction of thelytokous parthenogenesis, feminization of genetic males, son killing and, most commonly, the induction of cytoplasmic incompatibility (CI), in a diverse array of arthropods. CI can result in infertility and has attracted attention because of its potential in biological control and as an agent in speciation. Although there has been some analysis of overall infection rates in arthropods and within individual insect orders, there has been little exploration of within-species variation. In this study, primers specific for the ftsZ gene of Wolbachia were used to amplify it from different geographical samples of the European raspberry beetle (Byturus tomentosus), confirming the presence of Wolbachia. More than 99% of UK individuals were found to be infected with Wolbachia and 97% of these B. tomentosus beetles harboured multiple infections. Preliminary analysis of B. tomentosus beetles from continental European populations revealed a lower level of infection (24%) than those from the UK. Phylogenetic analysis using the ftsZ DNA sequences places Wolbachia from B. tomentosus into a new clade (Abt) within the A division, with some revisions to the existing Wolbachia phylogeny.","PT","include","interspecific","parasite-host",""
"176","MA257","No evidence for host specialization or host-race formation in the European bitterling (Rhodeus amarus), a fish that parasitizes freshwater mussels","Coevolutionary relationships between parasites and hosts can elevate the rate of evolutionary changes owing to reciprocal adaptations between coevolving partners. Such relationships can result in the evolution of host specificity. Recent methodological advances have permitted the recognition of cryptic lineages, with important consequences for our understanding of biological diversity. We used the European bitterling (Rhodeus amarus), a freshwater fish that parasitizes unionid mussels, to investigate host specialization across regions of recent and ancient sympatry between coevolving partners. We combined genetic data (12 microsatellite and 2 mitochondrial markers) from five populations with experimental data for possible mechanisms of host species recognition (imprinting and conditioning). We found no strong evidence for the existence of cryptic lineages in R. amarus, though a small proportion of variation among individuals in an area of recent bitterling-mussel association was statistically significant in explaining host specificity. No other measures supported the existence of host-specific lineages. Behavioural data revealed a weak effect of conditioning that biased behavioural preferences towards specific host species. Host imprinting had no effect on oviposition behaviour. Overall, we established that populations of R. amarus show limited potential for specialization, manifested as weak effects of host conditioning and genetic within-population structure. Rhodeus amarus is the only species of mussel-parasitizing fish in Europe, which contrasts with the species-rich communities of bitterling in eastern Asia where several host-specific bitterling occur. We discuss costs and constraints on the evolution of host-specific lineages in our study system and more generally.  2011 Blackwell Publishing Ltd.","CF","exclude","","","","No evidence for host specialization or host-race formation in the European bitterling (Rhodeus amarus), a fish that parasitizes freshwater mussels","Coevolutionary relationships between parasites and hosts can elevate the rate of evolutionary changes owing to reciprocal adaptations between coevolving partners. Such relationships can result in the evolution of host specificity. Recent methodological advances have permitted the recognition of cryptic lineages, with important consequences for our understanding of biological diversity. We used the European bitterling (Rhodeus amarus), a freshwater fish that parasitizes unionid mussels, to investigate host specialization across regions of recent and ancient sympatry between coevolving partners. We combined genetic data (12 microsatellite and 2 mitochondrial markers) from five populations with experimental data for possible mechanisms of host species recognition (imprinting and conditioning). We found no strong evidence for the existence of cryptic lineages in R. amarus, though a small proportion of variation among individuals in an area of recent bitterling-mussel association was statistically significant in explaining host specificity. No other measures supported the existence of host-specific lineages. Behavioural data revealed a weak effect of conditioning that biased behavioural preferences towards specific host species. Host imprinting had no effect on oviposition behaviour. Overall, we established that populations of R. amarus show limited potential for specialization, manifested as weak effects of host conditioning and genetic within-population structure. Rhodeus amarus is the only species of mussel-parasitizing fish in Europe, which contrasts with the species-rich communities of bitterling in eastern Asia where several host-specific bitterling occur. We discuss costs and constraints on the evolution of host-specific lineages in our study system and more generally.  2011 Blackwell Publishing Ltd.","NM","include","interspecific","parasite-host",""
"185","MA265","Origins, Evolution, and Breakdown of Bacterial Symbiosis,","Animals and plants harbor bacterial symbionts. Diverse bacterial lineages infect eukaryotes and some of these infections offer significant benefits in terms of survival and reproduction. How did these bacterial mutualists evolve initially? Moreover what forces keep beneficial bacteria from exploiting their hosts or from abandoning their hosts when better options exist? Finally, under what conditions do these symbiotic interactions break down? Here the author describes the current theory and empirical evidence about the evolutionary origins, maintenance, and ultimate breakdown of bacterial symbiotic interactions with eukaryotic hosts.  2013 Elsevier Inc. All rights reserved.","UE","exclude",""," ","","Origins, Evolution, and Breakdown of Bacterial Symbiosis","Animals and plants harbor bacterial symbionts. Diverse bacterial lineages infect eukaryotes and some of these infections offer significant benefits in terms of survival and reproduction. How did these bacterial mutualists evolve initially? Moreover what forces keep beneficial bacteria from exploiting their hosts or from abandoning their hosts when better options exist? Finally, under what conditions do these symbiotic interactions break down? Here the author describes the current theory and empirical evidence about the evolutionary origins, maintenance, and ultimate breakdown of bacterial symbiotic interactions with eukaryotic hosts.  2013 Elsevier Inc. All rights reserved.","NM","include","interspecific","theory; parasite-host",""
"189","MA269","Parasitic and symbiotic fauna in oysters (Crassostrea virginica) collected from the Caloosahatchee River and Estuary in Florida","Studies of oysters, Crassostrea virginica, collected from 10 sites in the Caloosahatchee River and Estuary, Florida, revealed a varied parasite and symbiotic faunae that have never been reported in this area. Organisms observed included ovacystis virus infecting gametes at four sites (prevalence <1%), ciliate protozoans Ancistrocoma sp. in the gut of a stressed oyster at one site and Sphenophrya sp. infecting the gills of animals at three sites (prevalence <1%). The gregarine protozoan Nematopsis was found at all 10 sites (prevalence 24% to 90%) and oysters at some sites had concurrent infections of Nematopsis prytherchi and Nematopsis ostrearum in connective tissue near the stomach, mantle, and gills. Light to moderate infestations of hydrozoan polyps of a species in the genus Eutima were observed in the gills of oysters at all sites (prevalence 1% to 22%). Helminths included an unidentified turbellarian (prevalence 1% to 4%) observed at three sites and the digenetic trematodes Echinostoma sp., Proctoeces maculatus and Bucephalus sp. in oysters at five (prevalence 1% to 93%). three (prevalence >1%), and six (prevalence 1% to 3%) sites respectively. The first two trematodes were found infesting the gonoducts of their hosts while sporocysts of Bucephalus sp. infected connective tissues and gonads. Metacestodes of a species in the genus Tylocephalum were found in vesicular connective tissues near the gut, mantle, and in the gills of animals at all sites (prevalence 7% to 58%). Many sites had oysters with multiple infestations/infections of the above organisms indicating a rich biotic diversity, especially at those sites least impacted by human activity.","JW","exclude","","","","Parasitic and symbiotic fauna in oysters (Crassostrea virginica) collected from the Caloosahatchee River and Estuary in Florida","Studies of oysters, Crassostrea virginica, collected from 10 sites in the Caloosahatchee River and Estuary, Florida, revealed a varied parasite and symbiotic faunae that have never been reported in this area. Organisms observed included ovacystis virus infecting gametes at four sites (prevalence <1%), ciliate protozoans Ancistrocoma sp. in the gut of a stressed oyster at one site and Sphenophrya sp. infecting the gills of animals at three sites (prevalence <1%). The gregarine protozoan Nematopsis was found at all 10 sites (prevalence 24% to 90%) and oysters at some sites had concurrent infections of Nematopsis prytherchi and Nematopsis ostrearum in connective tissue near the stomach, mantle, and gills. Light to moderate infestations of hydrozoan polyps of a species in the genus Eutima were observed in the gills of oysters at all sites (prevalence 1% to 22%). Helminths included an unidentified turbellarian (prevalence 1% to 4%) observed at three sites and the digenetic trematodes Echinostoma sp., Proctoeces maculatus and Bucephalus sp. in oysters at five (prevalence 1% to 93%). three (prevalence >1%), and six (prevalence 1% to 3%) sites respectively. The first two trematodes were found infesting the gonoducts of their hosts while sporocysts of Bucephalus sp. infected connective tissues and gonads. Metacestodes of a species in the genus Tylocephalum were found in vesicular connective tissues near the gut, mantle, and in the gills of animals at all sites (prevalence 7% to 58%). Many sites had oysters with multiple infestations/infections of the above organisms indicating a rich biotic diversity, especially at those sites least impacted by human activity.","PT","include","interspecific","parasite-host",""
"203","MA281","Plant biotic interactions in the Sonoran desert: Current knowledge and future research perspectives","Premise of research. Biotic interactions have long been considered to be of less importance in structuring desert systems than other ecosystem types, but biotic interactions often play a critical role in meeting the challenges posed by the extreme conditions of desert environments. The Sonoran Desert, in particular, is home to several textbook examples of mutualisms, such as the interactions between the iconic saguaro cactus and its bat pollinators. But what do we know about the diversity, ecology, and evolution of plant-animal, plant-plant, and plant-microbe interactions and their impacts on individual plants and plant species in the Sonoran Desert? Methodology. To address this question, we review the published research on seven common kinds of plant biotic interactions by revisiting the respective literature, identifying gaps in our knowledge, and outlining future research directions. Pivotal results. Numerous gaps in our knowledge of plant biotic interactions in the Sonoran Desert were identified. Studies of insect herbivory, bee pollination, and plant-microbe interactions are poorly represented in the Sonoran Desert literature. Across all categories of interaction, few have examined the impacts of interactions on plant fitness or context-dependent variation in the outcomes and strengths of interactions. For the most part, interactions have been studied at single locations and over short periods of time, resulting in an incomplete understanding of their diversity, ecology, and evolution. Conclusions. Plant biotic interactions shape the habitats in which they occur and play an important role in the maintenance of species diversity. Therefore, we call for increased efforts to fill the gaps in our understanding of plant biotic interactions in the Sonoran Desert, with an emphasis on studies linking interactions to plant fitness and the context-dependent nature of interactions. Without this knowledge we have limited capacity to predict the outcomes of global change on species interactions and to develop measures to conserve the biodiversity of the Sonoran Desert region.  2016 by The University of Chicago. All rights reserved.","CM","exclude","","",NA,"Plant biotic interactions in the Sonoran desert: Current knowledge and future research perspectives","Premise of research. Biotic interactions have long been considered to be of less importance in structuring desert systems than other ecosystem types, but biotic interactions often play a critical role in meeting the challenges posed by the extreme conditions of desert environments. The Sonoran Desert, in particular, is home to several textbook examples of mutualisms, such as the interactions between the iconic saguaro cactus and its bat pollinators. But what do we know about the diversity, ecology, and evolution of plant-animal, plant-plant, and plant-microbe interactions and their impacts on individual plants and plant species in the Sonoran Desert? Methodology. To address this question, we review the published research on seven common kinds of plant biotic interactions by revisiting the respective literature, identifying gaps in our knowledge, and outlining future research directions. Pivotal results. Numerous gaps in our knowledge of plant biotic interactions in the Sonoran Desert were identified. Studies of insect herbivory, bee pollination, and plant-microbe interactions are poorly represented in the Sonoran Desert literature. Across all categories of interaction, few have examined the impacts of interactions on plant fitness or context-dependent variation in the outcomes and strengths of interactions. For the most part, interactions have been studied at single locations and over short periods of time, resulting in an incomplete understanding of their diversity, ecology, and evolution. Conclusions. Plant biotic interactions shape the habitats in which they occur and play an important role in the maintenance of species diversity. Therefore, we call for increased efforts to fill the gaps in our understanding of plant biotic interactions in the Sonoran Desert, with an emphasis on studies linking interactions to plant fitness and the context-dependent nature of interactions. Without this knowledge we have limited capacity to predict the outcomes of global change on species interactions and to develop measures to conserve the biodiversity of the Sonoran Desert region.  2016 by The University of Chicago. All rights reserved.","MW","include","interspecific","pollination and other interspecific interactions, review",""
"209","MA287","Policing and punishment across the domains of social evolution","Several decades of research in humans, other vertebrates, and social insects have offered fascinating insights into the dynamics of punishment (and its subset, policing), but authors have only rarely addressed whether there are fundamental joint principles underlying the maintenance of these behaviors. Here we present a punisher/bystander approach rooted in inclusive fitness logic to predict which individuals should take on punishing roles in animal societies. We apply our scheme to societies of eusocial Hymenoptera and nonhuman vertebrate social breeders, and we outline potential extensions for understanding conflict regulation among cells in metazoan bodies and unrelated individuals in human societies. We highlight that: 1) no social unit is expected to express punishment behavior unless it collects positive inclusive fitness benefits that surpass alternative benefits of bystanding; 2) punishment with public good benefits can be maintained through either direct fitness benefits (coercion) or indirect fitness benefits (correction) or both; 3) differences across social systems in the distributions of power, relatedness, and reproductive options drive variation in the extent to which individuals actively punish; and 4) inclusive fitness logic captures many punishment-relevant evolutionary and ecological variables in a single framework that appears to apply across very different types of social arrangements. Synthesis Researchers have long observed that individuals in animal societies punish (and by extension, police) each other, but they have rarely investigated whether general principles underlie this behavior across social arrangements. In this paper, we present a punisher/bystander approach rooted in inclusive fitness logic to predict which individuals should take on punisher roles in animal societies. We apply the approach to eusocial insects and cooperatively breeding vertebrates and outline extensions towards the control of cancer cell lineages and punishment in human groups. We highlight how variation in specific social variables may drive differences in punishing/policing across the social domains.  2015 The Authors.","KJB","exclude","","","","Policing and punishment across the domains of social evolution","Several decades of research in humans, other vertebrates, and social insects have offered fascinating insights into the dynamics of punishment (and its subset, policing), but authors have only rarely addressed whether there are fundamental joint principles underlying the maintenance of these behaviors. Here we present a punisher/bystander approach rooted in inclusive fitness logic to predict which individuals should take on punishing roles in animal societies. We apply our scheme to societies of eusocial Hymenoptera and nonhuman vertebrate social breeders, and we outline potential extensions for understanding conflict regulation among cells in metazoan bodies and unrelated individuals in human societies. We highlight that: 1) no social unit is expected to express punishment behavior unless it collects positive inclusive fitness benefits that surpass alternative benefits of bystanding; 2) punishment with public good benefits can be maintained through either direct fitness benefits (coercion) or indirect fitness benefits (correction) or both; 3) differences across social systems in the distributions of power, relatedness, and reproductive options drive variation in the extent to which individuals actively punish; and 4) inclusive fitness logic captures many punishment-relevant evolutionary and ecological variables in a single framework that appears to apply across very different types of social arrangements. Synthesis Researchers have long observed that individuals in animal societies punish (and by extension, police) each other, but they have rarely investigated whether general principles underlie this behavior across social arrangements. In this paper, we present a punisher/bystander approach rooted in inclusive fitness logic to predict which individuals should take on punisher roles in animal societies. We apply the approach to eusocial insects and cooperatively breeding vertebrates and outline extensions towards the control of cancer cell lineages and punishment in human groups. We highlight how variation in specific social variables may drive differences in punishing/policing across the social domains.  2015 The Authors.","MW","include","intraspecific","punishment",""
"215","MA292","Presence of Chlamydiales DNA in ticks and fleas suggests that ticks are carriers of Chlamydiae","The Chlamydiales order includes the Chlamydiaceae, Parachlamydiaceae, Waddliaceae, Simkaniaceae, Criblamydiaceae, Rhabdochlamydiaceae, Clavichlamydiaceae, and Piscichlamydiaceae families. Members of the Chlamydiales order are obligate intracellular bacteria that replicate within eukaryotic cells of different origins including humans, animals, and amoebae. Many of these bacteria are pathogens or emerging pathogens of both humans and animals, but their true diversity is largely underestimated, and their ecology remains to be investigated. Considering their potential threat on human health, it is important to expand our knowledge on the diversity of Chlamydiae, but also to define the host range colonized by these bacteria. Thus, using a new pan-Chlamydiales PCR, we analyzed the prevalence of Chlamydiales DNA in ticks and fleas, which are important vectors of several viral and bacterial infectious diseases. To conduct this study, 1340 Ixodes ricinus ticks prepared in 192 pools were collected in Switzerland and 55 other ticks belonging to different tick species and 97 fleas belonging to different flea species were harvested in Algeria. In Switzerland, the prevalence of Chlamydiales DNA in the 192 pools was equal to 28.1% (54/192) which represents an estimated prevalence in the 1340 individual ticks of between 4.0% and 28.4%. The pan-Chlamydiales qPCR was positive for 45% (25/55) of tick samples collected in Algeria. The sequencing of the positive qPCR amplicons revealed a high diversity of Chlamydiales species. Most of them belonged to the Rhabdochlamydiaceae and Parachlamydiaceae families. Thus, ticks may carry Chlamydiales and should thus be considered as possible vectors for Chlamydiales propagation to both humans and animals.  2014 Elsevier GmbH.","CF","exclude","","","","Presence of Chlamydiales DNA in ticks and fleas suggests that ticks are carriers of Chlamydiae","The Chlamydiales order includes the Chlamydiaceae, Parachlamydiaceae, Waddliaceae, Simkaniaceae, Criblamydiaceae, Rhabdochlamydiaceae, Clavichlamydiaceae, and Piscichlamydiaceae families. Members of the Chlamydiales order are obligate intracellular bacteria that replicate within eukaryotic cells of different origins including humans, animals, and amoebae. Many of these bacteria are pathogens or emerging pathogens of both humans and animals, but their true diversity is largely underestimated, and their ecology remains to be investigated. Considering their potential threat on human health, it is important to expand our knowledge on the diversity of Chlamydiae, but also to define the host range colonized by these bacteria. Thus, using a new pan-Chlamydiales PCR, we analyzed the prevalence of Chlamydiales DNA in ticks and fleas, which are important vectors of several viral and bacterial infectious diseases. To conduct this study, 1340 Ixodes ricinus ticks prepared in 192 pools were collected in Switzerland and 55 other ticks belonging to different tick species and 97 fleas belonging to different flea species were harvested in Algeria. In Switzerland, the prevalence of Chlamydiales DNA in the 192 pools was equal to 28.1% (54/192) which represents an estimated prevalence in the 1340 individual ticks of between 4.0% and 28.4%. The pan-Chlamydiales qPCR was positive for 45% (25/55) of tick samples collected in Algeria. The sequencing of the positive qPCR amplicons revealed a high diversity of Chlamydiales species. Most of them belonged to the Rhabdochlamydiaceae and Parachlamydiaceae families. Thus, ticks may carry Chlamydiales and should thus be considered as possible vectors for Chlamydiales propagation to both humans and animals.  2014 Elsevier GmbH.","PT","include","interspecific","parasite-host",""
"218","MA295","Quorum Sensing Signal Synthesis May Represent a Selective Advantage Independent of Its Role in Regulation of Bioluminescence in Vibrio fischeri,","The evolution of biological signalling systems and apparently altruistic or cooperative traits in diverse organisms has required selection against the subversive tendencies of self-interested biological entities. The bacterial signalling and response system known as quorum sensing or Acylated Homoserine Lactone (AHL) mediated gene expression is thought to have evolved through kin selection. In this in vitro study on the model quorum sensing bioluminescent marine symbiont Vibrio fischeri, competition and long-term sub culturing experiments suggest that selection for AHL synthesis (encoded by the AHL synthase gene luxI) is independent of the quorum sensing regulated phenotype (bioluminescence encoded by luxCDABE). Whilst results support the hypothesis that signal response (AHL binding and transcriptional activation encoded by the luxR gene) is maintained through indirect fitness benefits (kin selection), signal synthesis is maintained in the V. fischeri genome over evolutionary time through direct fitness benefits at the individual level from an unknown function.  2013 Chong et al.","UE","exclude",""," ","","Quorum Sensing Signal Synthesis May Represent a Selective Advantage Independent of Its Role in Regulation of Bioluminescence in Vibrio fischeri","The evolution of biological signalling systems and apparently altruistic or cooperative traits in diverse organisms has required selection against the subversive tendencies of self-interested biological entities. The bacterial signalling and response system known as quorum sensing or Acylated Homoserine Lactone (AHL) mediated gene expression is thought to have evolved through kin selection. In this in vitro study on the model quorum sensing bioluminescent marine symbiont Vibrio fischeri, competition and long-term sub culturing experiments suggest that selection for AHL synthesis (encoded by the AHL synthase gene luxI) is independent of the quorum sensing regulated phenotype (bioluminescence encoded by luxCDABE). Whilst results support the hypothesis that signal response (AHL binding and transcriptional activation encoded by the luxR gene) is maintained through indirect fitness benefits (kin selection), signal synthesis is maintained in the V. fischeri genome over evolutionary time through direct fitness benefits at the individual level from an unknown function.  2013 Chong et al.","NM","include","intraspecific","competition-cooperation; bacterial signalling",""
"219","MA296","Range expansion drives dispersal evolution in an equatorial three-species symbiosis","Background: Recurrent climatic oscillations have produced dramatic changes in species distributions. This process has been proposed to be a major evolutionary force, shaping many life history traits of species, and to govern global patterns of biodiversity at different scales. During range expansions selection may favor the evolution of higher dispersal, and symbiotic interactions may be affected. It has been argued that a weakness of climate fluctuation-driven range dynamics at equatorial latitudes has facilitated the persistence there of more specialized species and interactions. However, how much the biology and ecology of species is changed by range dynamics has seldom been investigated, particularly in equatorial regions. Methodology/Principal Findings: We studied a three-species symbiosis endemic to coastal equatorial rainforests in Cameroon, where the impact of range dynamics is supposed to be limited, comprised of two species-specific obligate mutualists -an ant-plant and its protective ant- and a species-specific ant parasite of this mutualism. We combined analyses of within-species genetic diversity and of phenotypic variation in a transect at the southern range limit of this ant-plant system. All three species present congruent genetic signatures of recent gradual southward expansion, a result compatible with available regional paleoclimatic data. As predicted, this expansion has been accompanied by the evolution of more dispersive traits in the two ant species. In contrast, we detected no evidence of change in lifetime reproductive strategy in the tree, nor in its investment in food resources provided to its symbiotic ants. Conclusions/Significance: Despite the decreasing investment in protective workers and the increasing investment in dispersing females by both the mutualistic and the parasitic ant species, there was no evidence of destabilization of the symbiosis at the colonization front. To our knowledge, we provide here the first evidence at equatorial latitudes that biological traits associated with dispersal are affected by the range expansion dynamics of a set of interacting species. Copyright:  2009 Lotard et al.","CF","exclude","","","","Range expansion drives dispersal evolution in an equatorial three-species symbiosis","Background: Recurrent climatic oscillations have produced dramatic changes in species distributions. This process has been proposed to be a major evolutionary force, shaping many life history traits of species, and to govern global patterns of biodiversity at different scales. During range expansions selection may favor the evolution of higher dispersal, and symbiotic interactions may be affected. It has been argued that a weakness of climate fluctuation-driven range dynamics at equatorial latitudes has facilitated the persistence there of more specialized species and interactions. However, how much the biology and ecology of species is changed by range dynamics has seldom been investigated, particularly in equatorial regions. Methodology/Principal Findings: We studied a three-species symbiosis endemic to coastal equatorial rainforests in Cameroon, where the impact of range dynamics is supposed to be limited, comprised of two species-specific obligate mutualists -an ant-plant and its protective ant- and a species-specific ant parasite of this mutualism. We combined analyses of within-species genetic diversity and of phenotypic variation in a transect at the southern range limit of this ant-plant system. All three species present congruent genetic signatures of recent gradual southward expansion, a result compatible with available regional paleoclimatic data. As predicted, this expansion has been accompanied by the evolution of more dispersive traits in the two ant species. In contrast, we detected no evidence of change in lifetime reproductive strategy in the tree, nor in its investment in food resources provided to its symbiotic ants. Conclusions/Significance: Despite the decreasing investment in protective workers and the increasing investment in dispersing females by both the mutualistic and the parasitic ant species, there was no evidence of destabilization of the symbiosis at the colonization front. To our knowledge, we provide here the first evidence at equatorial latitudes that biological traits associated with dispersal are affected by the range expansion dynamics of a set of interacting species. Copyright:  2009 Lotard et al.","NM","include","interspecific","parasite-host",""
"221","MA298","Rapid viral symbiogenesis via changes in parasitoid wasp genome architecture","Viral genome integration provides a complex route to biological innovation that has rarely but repeatedly occurred in one of the most diverse lineages of organisms on the planet, parasitoid wasps. We describe a novel endogenous virus in braconid wasps derived from pathogenic alphanudiviruses. Limited to a subset of the genus Fopius, this recent acquisition allows an unprecedented opportunity to examine early endogenization events. Massive amounts of virus-like particles (VLPs) are produced in wasp ovaries. Unlike most endogenous viruses of parasitoid wasps, the VLPs do not contain DNA, translating to major differences in parasitism-promoting strategies. Rapid changes include genomic rearrangement, loss of DNA processing proteins, and wasp control of viral gene expression. These events precede the full development of tissue-specific viral gene expression observed in older associations. These data indicate that viral endogenization can rapidly result in functional and evolutionary changes associated with genomic novelty and adaptation in parasitoids.  The Author(s) 2018. Published by Oxford University Press on behalf of the Society for Molecular Biology and Evolution.","CM","exclude","","",NA,"Rapid viral symbiogenesis via changes in parasitoid wasp genome architecture","Viral genome integration provides a complex route to biological innovation that has rarely but repeatedly occurred in one of the most diverse lineages of organisms on the planet, parasitoid wasps. We describe a novel endogenous virus in braconid wasps derived from pathogenic alphanudiviruses. Limited to a subset of the genus Fopius, this recent acquisition allows an unprecedented opportunity to examine early endogenization events. Massive amounts of virus-like particles (VLPs) are produced in wasp ovaries. Unlike most endogenous viruses of parasitoid wasps, the VLPs do not contain DNA, translating to major differences in parasitism-promoting strategies. Rapid changes include genomic rearrangement, loss of DNA processing proteins, and wasp control of viral gene expression. These events precede the full development of tissue-specific viral gene expression observed in older associations. These data indicate that viral endogenization can rapidly result in functional and evolutionary changes associated with genomic novelty and adaptation in parasitoids.  The Author(s) 2018. Published by Oxford University Press on behalf of the Society for Molecular Biology and Evolution.","PT","include","interspecific","parasite-host","Abstract is rather a mystery to me; included due to my uncertainty!"
"222","MA299","Rates of parasitism, but not allocation of egg resources, vary among and within hosts of a generalist avian brood parasite","Brown-headed cowbirds (Molothrus ater) deposit their eggs into the nests of other birds, which then raise the cowbird chick. Female cowbirds thus have limited options for impacting their offsprings development via maternal effects compared to most other passerines. Cowbirds can impact their offsprings phenotype by choosing among potential host nests, and by adjusting egg resources based on host characteristics. To examine whether cowbirds exhibit either or both of these strategies, we investigated rates of cowbird parasitism and egg investment (egg size, yolk-to-albumen ratio, and yolk testosterone and androstenedione) among and within host species in a shrubland bird community. We found that the probability of being parasitized by cowbirds, controlling for host status as a cowbird egg accepter or rejecter and ordinal date, varied significantly among host species, indicating an apparent preference for some hosts. Parasitism rates did not differ with host size, however, and despite variation in cowbird egg size among host species, this variation was not related to host size or cowbird preference. Among host species with eggs that are larger than those of the cowbird, cowbirds were significantly more likely to parasitize nests with relatively smaller eggs, whereas parasitism rates did not vary with relative egg size in host species with smaller eggs. There was no evidence for variation in cowbird egg components among or within host species. Our data indicate that cowbirds discriminate among host nests, but do not appear to adjust the composition of their eggs based on inter- or intraspecific host variation.  2017, Springer-Verlag Berlin Heidelberg.","KJB","exclude","","","","Rates of parasitism, but not allocation of egg resources, vary among and within hosts of a generalist avian brood parasite","Brown-headed cowbirds (Molothrus ater) deposit their eggs into the nests of other birds, which then raise the cowbird chick. Female cowbirds thus have limited options for impacting their offsprings development via maternal effects compared to most other passerines. Cowbirds can impact their offsprings phenotype by choosing among potential host nests, and by adjusting egg resources based on host characteristics. To examine whether cowbirds exhibit either or both of these strategies, we investigated rates of cowbird parasitism and egg investment (egg size, yolk-to-albumen ratio, and yolk testosterone and androstenedione) among and within host species in a shrubland bird community. We found that the probability of being parasitized by cowbirds, controlling for host status as a cowbird egg accepter or rejecter and ordinal date, varied significantly among host species, indicating an apparent preference for some hosts. Parasitism rates did not differ with host size, however, and despite variation in cowbird egg size among host species, this variation was not related to host size or cowbird preference. Among host species with eggs that are larger than those of the cowbird, cowbirds were significantly more likely to parasitize nests with relatively smaller eggs, whereas parasitism rates did not vary with relative egg size in host species with smaller eggs. There was no evidence for variation in cowbird egg components among or within host species. Our data indicate that cowbirds discriminate among host nests, but do not appear to adjust the composition of their eggs based on inter- or intraspecific host variation.  2017, Springer-Verlag Berlin Heidelberg.","NM","include","interspecific","parasite-host",""
